Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$2,500 to $2,999',)","Tucson city, Arizona",778,±739,0.70%,±0.7
"('$2,500 to $2,999',)","Tulsa city, Oklahoma",257,±164,0.30%,±0.2
"('$2,500 to $2,999',)","Virginia Beach city, Virginia",N,N,N,N
"('$2,500 to $2,999',)","Washington city, District of Columbia","13,955","±2,029",7.60%,±1.1
"('$2,500 to $2,999',)","Wichita city, Kansas",0,±187,0.00%,±0.2
"('$3,000 or more',)","Albuquerque city, New Mexico",950,±368,1.00%,±0.4
"('$3,000 or more',)","Anaheim city, California","2,935",±956,5.50%,±1.7
"('$3,000 or more',)","Anchorage municipality, Alaska",219,±353,0.60%,±0.9
"('$3,000 or more',)","Arlington city, Texas",176,±137,0.30%,±0.2
"('$3,000 or more',)","Atlanta city, Georgia","3,263",±960,2.80%,±0.8
"('$3,000 or more',)","Aurora city, Colorado",N,N,N,N
"('$3,000 or more',)","Austin city, Texas","7,666","±1,895",3.10%,±0.8
"('$3,000 or more',)","Bakersfield city, California",267,±302,0.50%,±0.6
"('$3,000 or more',)","Baltimore city, Maryland",978,±603,0.80%,±0.5
"('$3,000 or more',)","Boston city, Massachusetts","24,098","±2,344",13.90%,±1.3
"('$3,000 or more',)","Charlotte city, North Carolina","1,734",±761,1.00%,±0.5
"('$3,000 or more',)","Chicago city, Illinois","20,189","±2,881",3.40%,±0.5
"('$3,000 or more',)","Cincinnati city, Ohio",823,±360,0.90%,±0.4
"('$3,000 or more',)","Cleveland city, Ohio",493,±321,0.50%,±0.3
"('$3,000 or more',)","Colorado Springs city, Colorado","1,098",±484,1.50%,±0.7
"('$3,000 or more',)","Columbus city, Ohio","1,493",±659,0.70%,±0.3
"('$3,000 or more',)","Corpus Christi city, Texas",347,±336,0.70%,±0.7
"('$3,000 or more',)","Dallas city, Texas","6,111","±1,213",2.00%,±0.4
"('$3,000 or more',)","Denver city, Colorado","7,321","±1,585",4.60%,±1.0
"('$3,000 or more',)","Detroit city, Michigan",210,±158,0.20%,±0.1
"('$3,000 or more',)","Durham city, North Carolina",919,±599,1.60%,±1.0
"('$3,000 or more',)","El Paso city, Texas",0,±249,0.00%,±0.3
"('$3,000 or more',)","Fort Worth city, Texas","1,082",±664,0.70%,±0.4
"('$3,000 or more',)","Fresno city, California",539,±283,0.60%,±0.3
"('$3,000 or more',)","Greensboro city, North Carolina",433,±316,0.80%,±0.6
"('$3,000 or more',)","Henderson city, Nevada",N,N,N,N
"('$3,000 or more',)","Houston city, Texas","9,955","±2,497",1.90%,±0.5
"('$3,000 or more',)","Indianapolis city (balance), Indiana","1,025",±815,0.70%,±0.5
"('$3,000 or more',)","Irvine city, California",N,N,N,N
"('$3,000 or more',)","Jacksonville city, Florida",538,±272,0.30%,±0.2
"('$3,000 or more',)","Jersey City city, New Jersey","11,203","±1,808",13.40%,±2.1
"('$3,000 or more',)","Kansas City city, Missouri",491,±286,0.50%,±0.3
"('$3,000 or more',)","Las Vegas city, Nevada",871,±543,0.80%,±0.5
"('$3,000 or more',)","Lexington-Fayette urban county, Kentucky",323,±254,0.50%,±0.4
"('$3,000 or more',)","Lincoln city, Nebraska","1,027",±507,2.10%,±1.0
"('$3,000 or more',)","Long Beach city, California","5,143","±1,358",5.10%,±1.3
"('$3,000 or more',)","Los Angeles city, California","87,545","±5,078",10.10%,±0.6
"('$3,000 or more',)","Memphis city, Tennessee",541,±395,0.40%,±0.3
"('$3,000 or more',)","Mesa city, Arizona",519,±368,0.70%,±0.5
"('$3,000 or more',)","Miami city, Florida","7,518","±2,111",5.80%,±1.6
"('$3,000 or more',)","Milwaukee city, Wisconsin",702,±326,0.50%,±0.2
"('$3,000 or more',)","Minneapolis city, Minnesota","1,583",±684,1.70%,±0.7
"('$3,000 or more',)","Nashville-Davidson metropolitan government (balance), Tennessee",991,±510,0.70%,±0.4
"('$3,000 or more',)","New Orleans city, Louisiana",844,±368,1.20%,±0.5
"('$3,000 or more',)","New York city, New York","230,878","±8,732",10.90%,±0.4
"('$3,000 or more',)","Newark city, New Jersey",638,±486,0.70%,±0.5
"('$3,000 or more',)","Oakland city, California","10,644","±1,734",11.10%,±1.8
"('$3,000 or more',)","Oklahoma City city, Oklahoma",603,±451,0.60%,±0.4
"('$3,000 or more',)","Omaha city, Nebraska",925,±454,1.10%,±0.6
"('$3,000 or more',)","Orlando city, Florida",886,±445,1.10%,±0.5
"('$3,000 or more',)","Philadelphia city, Pennsylvania","8,156","±1,739",2.70%,±0.6
"('$3,000 or more',)","Phoenix city, Arizona","3,678","±1,179",1.50%,±0.5
"('$3,000 or more',)","Pittsburgh city, Pennsylvania",481,±384,0.70%,±0.6
"('$3,000 or more',)","Plano city, Texas",N,N,N,N
"('$3,000 or more',)","Portland city, Oregon","2,778","±1,044",2.10%,±0.8
"('$3,000 or more',)","Raleigh city, North Carolina","1,028",±377,1.10%,±0.4
"('$3,000 or more',)","Riverside city, California","1,238",±720,3.20%,±1.8
"('$3,000 or more',)","Sacramento city, California","3,012","±1,103",3.10%,±1.1
"('$3,000 or more',)","San Antonio city, Texas","1,539",±885,0.60%,±0.4
"('$3,000 or more',)","San Diego city, California","35,992","±3,506",13.60%,±1.3
"('$3,000 or more',)","San Francisco city, California","57,524","±4,551",28.10%,±2.0
"('$3,000 or more',)","San Jose city, California","34,261","±3,075",24.70%,±2.1
"('$3,000 or more',)","Santa Ana city, California",N,N,N,N
"('$3,000 or more',)","Seattle city, Washington","20,225","±2,467",10.80%,±1.4
"('$3,000 or more',)","St. Louis city, Missouri",216,±252,0.30%,±0.3
"('$3,000 or more',)","St. Paul city, Minnesota",498,±319,0.90%,±0.6
"('$3,000 or more',)","Stockton city, California","1,134",±779,2.60%,±1.8
"('$3,000 or more',)","Tampa city, Florida","1,153",±507,1.60%,±0.7
"('$3,000 or more',)","Tucson city, Arizona",367,±303,0.40%,±0.3
"('$3,000 or more',)","Tulsa city, Oklahoma",734,±322,0.90%,±0.4
"('$3,000 or more',)","Virginia Beach city, Virginia",N,N,N,N
"('$3,000 or more',)","Washington city, District of Columbia","22,151","±2,912",12.10%,±1.5
"('$3,000 or more',)","Wichita city, Kansas",141,±140,0.20%,±0.2
"('Median (dollars)',)","Albuquerque city, New Mexico",946,±27,(X),(X)
"('Median (dollars)',)","Anaheim city, California","1,833",±40,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","1,335",±72,(X),(X)
"('Median (dollars)',)","Arlington city, Texas","1,211",±30,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","1,446",±48,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","1,486",±39,(X),(X)
"('Median (dollars)',)","Austin city, Texas","1,426",±25,(X),(X)
"('Median (dollars)',)","Bakersfield city, California","1,219",±57,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","1,167",±23,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","1,808",±43,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","1,301",±21,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","1,240",±16,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio",841,±31,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",799,±24,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","1,380",±44,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","1,098",±17,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","1,111",±27,(X),(X)
"('Median (dollars)',)","Dallas city, Texas","1,213",±18,(X),(X)
"('Median (dollars)',)","Denver city, Colorado","1,549",±34,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan",925,±21,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","1,182",±30,(X),(X)
"('Median (dollars)',)","El Paso city, Texas",904,±29,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","1,240",±28,(X),(X)
"('Median (dollars)',)","Fresno city, California","1,166",±27,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","1,003",±42,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","1,501",±58,(X),(X)
"('Median (dollars)',)","Houston city, Texas","1,120",±16,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana",963,±17,(X),(X)
"('Median (dollars)',)","Irvine city, California","2,467",±70,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","1,194",±26,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","1,739",±50,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","1,071",±28,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","1,249",±26,(X),(X)
"('Median (dollars)',)","Lexington-Fayette urban county, Kentucky",968,±30,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska",904,±37,(X),(X)
"('Median (dollars)',)","Long Beach city, California","1,634",±34,(X),(X)
"('Median (dollars)',)","Los Angeles city, California","1,703",±14,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee",989,±23,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","1,302",±42,(X),(X)
"('Median (dollars)',)","Miami city, Florida","1,446",±40,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin",935,±13,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","1,225",±37,(X),(X)
"('Median (dollars)',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,316",±37,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","1,082",±28,(X),(X)
"('Median (dollars)',)","New York city, New York","1,602",±12,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","1,215",±49,(X),(X)
"('Median (dollars)',)","Oakland city, California","1,737",±57,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma",936,±24,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska",992,±21,(X),(X)
"('Median (dollars)',)","Orlando city, Florida","1,415",±36,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","1,181",±18,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","1,293",±17,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","1,074",±40,(X),(X)
"('Median (dollars)',)","Plano city, Texas","1,592",±65,(X),(X)
"('Median (dollars)',)","Portland city, Oregon","1,394",±27,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","1,256",±36,(X),(X)
"('Median (dollars)',)","Riverside city, California","1,586",±67,(X),(X)
"('Median (dollars)',)","Sacramento city, California","1,549",±42,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","1,123",±17,(X),(X)
"('Median (dollars)',)","San Diego city, California","1,962",±34,(X),(X)
"('Median (dollars)',)","San Francisco city, California","2,167",±58,(X),(X)
"('Median (dollars)',)","San Jose city, California","2,328",±47,(X),(X)
"('Median (dollars)',)","Santa Ana city, California","1,760",±53,(X),(X)
"('Median (dollars)',)","Seattle city, Washington","1,787",±42,(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri",843,±20,(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","1,115",±29,(X),(X)
"('Median (dollars)',)","Stockton city, California","1,342",±55,(X),(X)
"('Median (dollars)',)","Tampa city, Florida","1,327",±34,(X),(X)
"('Median (dollars)',)","Tucson city, Arizona",956,±27,(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma",881,±13,(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","1,431",±33,(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","1,668",±36,(X),(X)
"('Median (dollars)',)","Wichita city, Kansas",844,±28,(X),(X)
"('No rent paid',)","Albuquerque city, New Mexico","3,054",±986,(X),(X)
"('No rent paid',)","Anaheim city, California","1,029",±439,(X),(X)
"('No rent paid',)","Anchorage municipality, Alaska","1,101",±559,(X),(X)
"('No rent paid',)","Arlington city, Texas","1,122",±633,(X),(X)
"('No rent paid',)","Atlanta city, Georgia","2,901","±1,114",(X),(X)
"('No rent paid',)","Aurora city, Colorado",N,N,(X),(X)
"('No rent paid',)","Austin city, Texas","4,290","±2,365",(X),(X)
"('No rent paid',)","Bakersfield city, California","1,017",±474,(X),(X)
"('No rent paid',)","Baltimore city, Maryland","3,154","±1,204",(X),(X)
"('No rent paid',)","Boston city, Massachusetts","3,971","±1,090",(X),(X)
"('No rent paid',)","Charlotte city, North Carolina","3,577","±1,084",(X),(X)
"('No rent paid',)","Chicago city, Illinois","18,220","±2,738",(X),(X)
"('No rent paid',)","Cincinnati city, Ohio","2,199",±971,(X),(X)
"('No rent paid',)","Cleveland city, Ohio","4,933","±1,253",(X),(X)
"('No rent paid',)","Colorado Springs city, Colorado","2,063",±905,(X),(X)
"('No rent paid',)","Columbus city, Ohio","5,095","±1,281",(X),(X)
"('No rent paid',)","Corpus Christi city, Texas","1,919",±632,(X),(X)
"('No rent paid',)","Dallas city, Texas","6,625","±1,876",(X),(X)
"('No rent paid',)","Denver city, Colorado","3,449","±1,129",(X),(X)
"('No rent paid',)","Detroit city, Michigan","7,191","±1,150",(X),(X)
"('No rent paid',)","Durham city, North Carolina","1,611","±1,186",(X),(X)
"('No rent paid',)","El Paso city, Texas","3,977","±1,228",(X),(X)
"('No rent paid',)","Fort Worth city, Texas","3,047","±1,105",(X),(X)
"('No rent paid',)","Fresno city, California","1,330",±626,(X),(X)
"('No rent paid',)","Greensboro city, North Carolina","2,207","±1,140",(X),(X)
"('No rent paid',)","Henderson city, Nevada",N,N,(X),(X)
"('No rent paid',)","Houston city, Texas","16,035","±3,038",(X),(X)
"('No rent paid',)","Indianapolis city (balance), Indiana","4,022","±1,135",(X),(X)
"('No rent paid',)","Irvine city, California",N,N,(X),(X)
"('No rent paid',)","Jacksonville city, Florida","4,335","±1,419",(X),(X)
"('No rent paid',)","Jersey City city, New Jersey","1,123",±661,(X),(X)
"('No rent paid',)","Kansas City city, Missouri","3,653","±1,046",(X),(X)
"('No rent paid',)","Las Vegas city, Nevada","3,015",±935,(X),(X)
"('No rent paid',)","Lexington-Fayette urban county, Kentucky","2,621",±829,(X),(X)
"('No rent paid',)","Lincoln city, Nebraska","1,716",±829,(X),(X)
"('No rent paid',)","Long Beach city, California","2,619","±1,052",(X),(X)
"('No rent paid',)","Los Angeles city, California","21,938","±2,480",(X),(X)
"('No rent paid',)","Memphis city, Tennessee","3,824","±1,009",(X),(X)
"('No rent paid',)","Mesa city, Arizona","2,191",±706,(X),(X)
"('No rent paid',)","Miami city, Florida","3,314","±1,124",(X),(X)
"('No rent paid',)","Milwaukee city, Wisconsin","3,246",±845,(X),(X)
"('No rent paid',)","Minneapolis city, Minnesota","2,333",±886,(X),(X)
"('No rent paid',)","Nashville-Davidson metropolitan government (balance), Tennessee","3,728","±1,321",(X),(X)
"('No rent paid',)","New Orleans city, Louisiana","3,418",±938,(X),(X)
"('No rent paid',)","New York city, New York","51,182","±4,733",(X),(X)
"('No rent paid',)","Newark city, New Jersey",766,±403,(X),(X)
"('No rent paid',)","Oakland city, California","1,677",±609,(X),(X)
"('No rent paid',)","Oklahoma City city, Oklahoma","3,701",±992,(X),(X)
"('No rent paid',)","Omaha city, Nebraska","2,345",±686,(X),(X)
"('No rent paid',)","Orlando city, Florida","1,054",±627,(X),(X)
"('No rent paid',)","Philadelphia city, Pennsylvania","13,006","±2,448",(X),(X)
"('No rent paid',)","Phoenix city, Arizona","7,354","±1,434",(X),(X)
"('No rent paid',)","Pittsburgh city, Pennsylvania","2,293",±725,(X),(X)
"('No rent paid',)","Plano city, Texas",N,N,(X),(X)
"('No rent paid',)","Portland city, Oregon","2,803","±1,034",(X),(X)
"('No rent paid',)","Raleigh city, North Carolina","1,668",±741,(X),(X)
"('No rent paid',)","Riverside city, California",998,±539,(X),(X)
"('No rent paid',)","Sacramento city, California","1,824",±687,(X),(X)
"('No rent paid',)","San Antonio city, Texas","9,744","±1,930",(X),(X)
"('No rent paid',)","San Diego city, California","5,258","±1,321",(X),(X)
"('No rent paid',)","San Francisco city, California","5,350","±1,240",(X),(X)
"('No rent paid',)","San Jose city, California","4,350","±1,241",(X),(X)
"('No rent paid',)","Santa Ana city, California",N,N,(X),(X)
"('No rent paid',)","Seattle city, Washington","3,111","±1,127",(X),(X)
"('No rent paid',)","St. Louis city, Missouri","2,786",±799,(X),(X)
"('No rent paid',)","St. Paul city, Minnesota","1,519",±645,(X),(X)
"('No rent paid',)","Stockton city, California","1,511",±714,(X),(X)
"('No rent paid',)","Tampa city, Florida","1,307",±761,(X),(X)
"('No rent paid',)","Tucson city, Arizona","4,605","±1,268",(X),(X)
"('No rent paid',)","Tulsa city, Oklahoma","3,077",±672,(X),(X)
"('No rent paid',)","Virginia Beach city, Virginia",N,N,(X),(X)
"('No rent paid',)","Washington city, District of Columbia","4,059","±1,332",(X),(X)
"('No rent paid',)","Wichita city, Kansas","2,685",±988,(X),(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Albuquerque city, New Mexico","90,898","±4,343","90,898",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anaheim city, California","51,463","±3,024","51,463",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anchorage municipality, Alaska","37,990","±3,045","37,990",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Arlington city, Texas","64,656","±4,229","64,656",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Atlanta city, Georgia","114,576","±4,640","114,576",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Aurora city, Colorado","49,207","±2,981","49,207",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Austin city, Texas","243,676","±7,374","243,676",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Bakersfield city, California","48,221","±3,673","48,221",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Baltimore city, Maryland","123,869","±4,907","123,869",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Boston city, Massachusetts","167,034","±4,840","167,034",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Charlotte city, North Carolina","162,773","±5,429","162,773",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Chicago city, Illinois","569,961","±12,668","569,961",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cincinnati city, Ohio","83,647","±3,727","83,647",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cleveland city, Ohio","94,599","±3,942","94,599",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Colorado Springs city, Colorado","71,339","±3,947","71,339",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Columbus city, Ohio","203,992","±6,139","203,992",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Corpus Christi city, Texas","46,496","±3,169","46,496",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Dallas city, Texas","290,152","±8,003","290,152",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Denver city, Colorado","155,557","±5,293","155,557",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Detroit city, Michigan","110,956","±4,524","110,956",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Durham city, North Carolina","57,004","±3,555","57,004",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","El Paso city, Texas","88,631","±5,013","88,631",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fort Worth city, Texas","144,409","±7,102","144,409",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fresno city, California","84,164","±3,757","84,164",(X)
