Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$500 to $999',)","Philadelphia city, Pennsylvania","94,324","±6,072",32.80%,±1.8
"('$500 to $999',)","Phoenix city, Arizona","90,233","±5,118",34.60%,±1.9
"('$500 to $999',)","Pittsburgh city, Pennsylvania","27,056","±2,480",35.40%,±2.5
"('$500 to $999',)","Plano city, Texas",N,N,N,N
"('$500 to $999',)","Portland city, Oregon","24,969","±2,739",19.80%,±2.1
"('$500 to $999',)","Raleigh city, North Carolina","22,285","±2,791",24.70%,±2.9
"('$500 to $999',)","Riverside city, California","4,957",±905,12.30%,±2.1
"('$500 to $999',)","Sacramento city, California","18,041","±2,473",18.80%,±2.5
"('$500 to $999',)","San Antonio city, Texas","91,677","±5,584",39.90%,±1.9
"('$500 to $999',)","San Diego city, California","21,831","±2,681",8.10%,±1.0
"('$500 to $999',)","San Francisco city, California","27,612","±3,334",12.30%,±1.4
"('$500 to $999',)","San Jose city, California","9,664","±1,618",6.70%,±1.1
"('$500 to $999',)","Santa Ana city, California","2,377",±823,5.30%,±1.8
"('$500 to $999',)","Seattle city, Washington","15,037","±2,480",8.00%,±1.3
"('$500 to $999',)","St. Louis city, Missouri","46,252","±2,992",58.90%,±3.0
"('$500 to $999',)","St. Paul city, Minnesota","20,493","±2,193",39.10%,±3.8
"('$500 to $999',)","Stockton city, California","13,214","±1,797",28.10%,±3.5
"('$500 to $999',)","Tampa city, Florida","18,116","±2,393",25.30%,±2.9
"('$500 to $999',)","Tucson city, Arizona","60,206","±3,270",56.80%,±2.4
"('$500 to $999',)","Tulsa city, Oklahoma","46,354","±1,994",60.40%,±2.0
"('$500 to $999',)","Virginia Beach city, Virginia","7,585","±1,905",11.70%,±2.9
"('$500 to $999',)","Washington city, District of Columbia","21,161","±2,880",12.60%,±1.7
"('$500 to $999',)","Wichita city, Kansas","35,038","±2,786",57.20%,±3.7
"('$1,000 to $1,499',)","Albuquerque city, New Mexico","25,829","±3,020",29.50%,±3.0
"('$1,000 to $1,499',)","Anaheim city, California",N,N,N,N
"('$1,000 to $1,499',)","Anchorage municipality, Alaska","13,139","±2,218",33.00%,±5.2
"('$1,000 to $1,499',)","Arlington city, Texas",N,N,N,N
"('$1,000 to $1,499',)","Atlanta city, Georgia","37,389","±4,450",31.90%,±3.1
"('$1,000 to $1,499',)","Aurora city, Colorado",N,N,N,N
"('$1,000 to $1,499',)","Austin city, Texas","102,483","±5,853",45.50%,±2.1
"('$1,000 to $1,499',)","Bakersfield city, California","15,627","±2,380",33.50%,±4.7
"('$1,000 to $1,499',)","Baltimore city, Maryland","46,116","±4,213",37.10%,±3.2
"('$1,000 to $1,499',)","Boston city, Massachusetts","25,532","±3,291",14.60%,±1.8
"('$1,000 to $1,499',)","Charlotte city, North Carolina","76,469","±4,819",48.10%,±2.4
"('$1,000 to $1,499',)","Chicago city, Illinois","180,230","±8,056",30.80%,±1.2
"('$1,000 to $1,499',)","Cincinnati city, Ohio","14,869","±1,922",18.40%,±2.3
"('$1,000 to $1,499',)","Cleveland city, Ohio","16,161","±2,316",16.50%,±2.2
"('$1,000 to $1,499',)","Colorado Springs city, Colorado","32,037","±3,237",42.80%,±3.6
"('$1,000 to $1,499',)","Columbus city, Ohio","73,725","±5,124",37.20%,±2.2
"('$1,000 to $1,499',)","Corpus Christi city, Texas","19,499","±2,728",39.70%,±4.4
"('$1,000 to $1,499',)","Dallas city, Texas","124,820","±5,985",41.40%,±1.5
"('$1,000 to $1,499',)","Denver city, Colorado","55,715","±4,305",35.40%,±2.3
"('$1,000 to $1,499',)","Detroit city, Michigan","37,437","±3,689",28.40%,±2.5
"('$1,000 to $1,499',)","Durham city, North Carolina","26,478","±3,283",48.80%,±4.6
"('$1,000 to $1,499',)","El Paso city, Texas","24,213","±2,760",26.60%,±2.7
"('$1,000 to $1,499',)","Fort Worth city, Texas","46,908","±4,403",36.90%,±3.0
"('$1,000 to $1,499',)","Fresno city, California","30,958","±2,701",34.30%,±2.8
"('$1,000 to $1,499',)","Greensboro city, North Carolina","16,428","±2,296",27.90%,±3.5
"('$1,000 to $1,499',)","Henderson city, Nevada",N,N,N,N
"('$1,000 to $1,499',)","Houston city, Texas","199,205","±10,098",39.20%,±1.8
"('$1,000 to $1,499',)","Indianapolis city (balance), Indiana","43,498","±3,210",27.80%,±1.8
"('$1,000 to $1,499',)","Irvine city, California",N,N,N,N
"('$1,000 to $1,499',)","Jacksonville city, Florida","64,179","±5,567",44.00%,±3.1
"('$1,000 to $1,499',)","Jersey City city, New Jersey","17,199","±2,548",23.40%,±3.3
"('$1,000 to $1,499',)","Kansas City city, Missouri","35,799","±3,252",37.30%,±2.9
"('$1,000 to $1,499',)","Las Vegas city, Nevada","45,503","±3,739",42.00%,±2.9
"('$1,000 to $1,499',)","Lincoln city, Nebraska","12,717","±1,648",25.80%,±3.2
"('$1,000 to $1,499',)","Long Beach city, California","36,333","±3,034",36.80%,±2.7
"('$1,000 to $1,499',)","Los Angeles city, California","254,554","±7,444",29.20%,±0.8
"('$1,000 to $1,499',)","Memphis city, Tennessee","43,973","±3,965",33.50%,±2.7
"('$1,000 to $1,499',)","Mesa city, Arizona","32,745","±2,636",48.70%,±3.3
"('$1,000 to $1,499',)","Miami city, Florida","40,374","±3,896",30.80%,±2.7
"('$1,000 to $1,499',)","Milwaukee city, Wisconsin","33,218","±2,830",24.40%,±2.0
"('$1,000 to $1,499',)","Minneapolis city, Minnesota","29,277","±2,491",30.50%,±2.3
"('$1,000 to $1,499',)","New Orleans city, Louisiana","23,191","±2,444",33.00%,±3.2
"('$1,000 to $1,499',)","New York city, New York","553,303","±12,203",26.00%,±0.6
"('$1,000 to $1,499',)","Newark city, New Jersey","29,982","±2,676",39.50%,±3.1
"('$1,000 to $1,499',)","Oakland city, California","21,520","±2,589",22.10%,±2.3
"('$1,000 to $1,499',)","Oklahoma City city, Oklahoma","28,836","±2,800",28.60%,±2.6
"('$1,000 to $1,499',)","Omaha city, Nebraska","24,131","±2,373",31.30%,±2.4
"('$1,000 to $1,499',)","Orlando city, Florida","34,098","±4,019",50.50%,±4.7
"('$1,000 to $1,499',)","Philadelphia city, Pennsylvania","106,152","±6,214",36.90%,±1.9
"('$1,000 to $1,499',)","Phoenix city, Arizona","114,530","±6,031",43.90%,±1.9
"('$1,000 to $1,499',)","Pittsburgh city, Pennsylvania","24,953","±2,446",32.60%,±2.9
"('$1,000 to $1,499',)","Plano city, Texas",N,N,N,N
"('$1,000 to $1,499',)","Portland city, Oregon","47,386","±3,410",37.50%,±2.3
"('$1,000 to $1,499',)","Raleigh city, North Carolina","45,691","±3,654",50.70%,±3.1
"('$1,000 to $1,499',)","Riverside city, California","13,832","±2,034",34.50%,±4.1
"('$1,000 to $1,499',)","Sacramento city, California","35,207","±3,419",36.80%,±3.2
"('$1,000 to $1,499',)","San Antonio city, Texas","91,766","±4,469",39.90%,±1.9
"('$1,000 to $1,499',)","San Diego city, California","55,530","±3,403",20.60%,±1.2
"('$1,000 to $1,499',)","San Francisco city, California","33,917","±4,001",15.10%,±1.7
"('$1,000 to $1,499',)","San Jose city, California","15,995","±2,229",11.10%,±1.6
"('$1,000 to $1,499',)","Santa Ana city, California","15,205","±1,851",34.00%,±3.6
"('$1,000 to $1,499',)","Seattle city, Washington","39,800","±4,275",21.20%,±2.2
"('$1,000 to $1,499',)","St. Louis city, Missouri","17,475","±2,195",22.20%,±2.7
"('$1,000 to $1,499',)","St. Paul city, Minnesota","16,883","±2,291",32.20%,±3.8
"('$1,000 to $1,499',)","Stockton city, California","17,835","±1,945",37.90%,±3.2
"('$1,000 to $1,499',)","Tampa city, Florida","28,093","±2,401",39.30%,±2.8
"('$1,000 to $1,499',)","Tucson city, Arizona","28,773","±2,646",27.20%,±2.2
"('$1,000 to $1,499',)","Tulsa city, Oklahoma","18,073","±1,307",23.60%,±1.5
"('$1,000 to $1,499',)","Virginia Beach city, Virginia","32,576","±3,066",50.40%,±3.7
"('$1,000 to $1,499',)","Washington city, District of Columbia","37,599","±3,259",22.40%,±2.0
"('$1,000 to $1,499',)","Wichita city, Kansas","14,718","±2,128",24.00%,±3.3
"('$1,500 to $1,999',)","Albuquerque city, New Mexico","7,112","±1,443",8.10%,±1.7
"('$1,500 to $1,999',)","Anaheim city, California",N,N,N,N
"('$1,500 to $1,999',)","Anchorage municipality, Alaska","7,582","±1,711",19.00%,±4.1
"('$1,500 to $1,999',)","Arlington city, Texas",N,N,N,N
"('$1,500 to $1,999',)","Atlanta city, Georgia","26,986","±3,231",23.00%,±2.7
"('$1,500 to $1,999',)","Aurora city, Colorado",N,N,N,N
"('$1,500 to $1,999',)","Austin city, Texas","52,416","±4,683",23.30%,±2.0
"('$1,500 to $1,999',)","Bakersfield city, California","7,725","±1,644",16.50%,±3.5
"('$1,500 to $1,999',)","Baltimore city, Maryland","19,359","±2,382",15.60%,±1.8
"('$1,500 to $1,999',)","Boston city, Massachusetts","40,788","±2,912",23.30%,±1.6
"('$1,500 to $1,999',)","Charlotte city, North Carolina","26,828","±2,596",16.90%,±1.6
"('$1,500 to $1,999',)","Chicago city, Illinois","86,495","±4,846",14.80%,±0.8
"('$1,500 to $1,999',)","Cincinnati city, Ohio","4,983",±999,6.20%,±1.2
"('$1,500 to $1,999',)","Cleveland city, Ohio","3,194",±688,3.30%,±0.7
"('$1,500 to $1,999',)","Colorado Springs city, Colorado","15,169","±2,266",20.30%,±2.8
"('$1,500 to $1,999',)","Columbus city, Ohio","16,027","±2,580",8.10%,±1.3
"('$1,500 to $1,999',)","Corpus Christi city, Texas","4,556","±1,319",9.30%,±2.6
"('$1,500 to $1,999',)","Dallas city, Texas","43,488","±3,448",14.40%,±1.2
"('$1,500 to $1,999',)","Denver city, Colorado","42,970","±3,812",27.30%,±2.2
"('$1,500 to $1,999',)","Detroit city, Michigan","4,554","±1,043",3.50%,±0.8
"('$1,500 to $1,999',)","Durham city, North Carolina","6,493","±1,712",12.00%,±3.0
"('$1,500 to $1,999',)","El Paso city, Texas","4,597","±1,426",5.10%,±1.6
"('$1,500 to $1,999',)","Fort Worth city, Texas","22,728","±3,672",17.90%,±2.5
"('$1,500 to $1,999',)","Fresno city, California","14,794","±2,352",16.40%,±2.5
"('$1,500 to $1,999',)","Greensboro city, North Carolina","3,274",±814,5.60%,±1.4
"('$1,500 to $1,999',)","Henderson city, Nevada",N,N,N,N
"('$1,500 to $1,999',)","Houston city, Texas","71,083","±5,387",14.00%,±1.0
"('$1,500 to $1,999',)","Indianapolis city (balance), Indiana","10,615","±2,055",6.80%,±1.3
"('$1,500 to $1,999',)","Irvine city, California",N,N,N,N
"('$1,500 to $1,999',)","Jacksonville city, Florida","18,844","±3,233",12.90%,±2.2
"('$1,500 to $1,999',)","Jersey City city, New Jersey","12,090","±1,864",16.40%,±2.4
"('$1,500 to $1,999',)","Kansas City city, Missouri","6,690","±1,361",7.00%,±1.4
"('$1,500 to $1,999',)","Las Vegas city, Nevada","16,925","±2,141",15.60%,±1.8
"('$1,500 to $1,999',)","Lincoln city, Nebraska","2,516",±589,5.10%,±1.2
"('$1,500 to $1,999',)","Long Beach city, California","26,788","±2,551",27.10%,±2.5
"('$1,500 to $1,999',)","Los Angeles city, California","209,563","±8,169",24.10%,±0.9
"('$1,500 to $1,999',)","Memphis city, Tennessee","5,819","±1,436",4.40%,±1.1
"('$1,500 to $1,999',)","Mesa city, Arizona","8,261","±1,701",12.30%,±2.3
"('$1,500 to $1,999',)","Miami city, Florida","26,926","±2,826",20.60%,±2.2
"('$1,500 to $1,999',)","Milwaukee city, Wisconsin","6,642","±1,350",4.90%,±1.0
"('$1,500 to $1,999',)","Minneapolis city, Minnesota","16,075","±2,116",16.80%,±2.1
"('$1,500 to $1,999',)","New Orleans city, Louisiana","8,680","±1,110",12.30%,±1.5
"('$1,500 to $1,999',)","New York city, New York","471,380","±11,706",22.20%,±0.5
"('$1,500 to $1,999',)","Newark city, New Jersey","13,665","±2,241",18.00%,±2.7
"('$1,500 to $1,999',)","Oakland city, California","20,347","±2,332",20.90%,±2.3
"('$1,500 to $1,999',)","Oklahoma City city, Oklahoma","6,502","±1,441",6.40%,±1.4
"('$1,500 to $1,999',)","Omaha city, Nebraska","5,934","±1,131",7.70%,±1.4
"('$1,500 to $1,999',)","Orlando city, Florida","14,725","±2,525",21.80%,±3.5
"('$1,500 to $1,999',)","Philadelphia city, Pennsylvania","36,663","±3,432",12.70%,±1.2
"('$1,500 to $1,999',)","Phoenix city, Arizona","34,986","±3,011",13.40%,±1.1
"('$1,500 to $1,999',)","Pittsburgh city, Pennsylvania","8,685","±1,612",11.40%,±2.1
"('$1,500 to $1,999',)","Plano city, Texas",N,N,N,N
"('$1,500 to $1,999',)","Portland city, Oregon","28,911","±2,929",22.90%,±2.2
"('$1,500 to $1,999',)","Raleigh city, North Carolina","13,177","±2,255",14.60%,±2.4
"('$1,500 to $1,999',)","Riverside city, California","14,371","±1,565",35.80%,±3.7
"('$1,500 to $1,999',)","Sacramento city, California","26,076","±3,043",27.20%,±2.9
"('$1,500 to $1,999',)","San Antonio city, Texas","22,776","±3,007",9.90%,±1.2
"('$1,500 to $1,999',)","San Diego city, California","79,065","±4,998",29.30%,±1.7
"('$1,500 to $1,999',)","San Francisco city, California","32,556","±2,903",14.50%,±1.3
"('$1,500 to $1,999',)","San Jose city, California","26,542","±2,487",18.40%,±1.6
"('$1,500 to $1,999',)","Santa Ana city, California","14,119","±1,892",31.60%,±3.4
"('$1,500 to $1,999',)","Seattle city, Washington","56,307","±5,150",30.00%,±2.5
"('$1,500 to $1,999',)","St. Louis city, Missouri","4,302","±1,140",5.50%,±1.4
"('$1,500 to $1,999',)","St. Paul city, Minnesota","6,845","±1,210",13.10%,±2.2
"('$1,500 to $1,999',)","Stockton city, California","9,489","±1,599",20.20%,±3.3
"('$1,500 to $1,999',)","Tampa city, Florida","12,917","±1,530",18.10%,±2.1
"('$1,500 to $1,999',)","Tucson city, Arizona","6,138","±1,353",5.80%,±1.3
"('$1,500 to $1,999',)","Tulsa city, Oklahoma","3,209",±692,4.20%,±0.9
"('$1,500 to $1,999',)","Virginia Beach city, Virginia","17,283","±2,089",26.70%,±3.0
"('$1,500 to $1,999',)","Washington city, District of Columbia","38,659","±3,618",23.00%,±2.0
"('$1,500 to $1,999',)","Wichita city, Kansas","3,040","±1,179",5.00%,±1.9
"('$2,000 to $2,499',)","Albuquerque city, New Mexico",990,±744,1.10%,±0.8
"('$2,000 to $2,499',)","Anaheim city, California",N,N,N,N
"('$2,000 to $2,499',)","Anchorage municipality, Alaska","4,134","±1,265",10.40%,±3.0
"('$2,000 to $2,499',)","Arlington city, Texas",N,N,N,N
"('$2,000 to $2,499',)","Atlanta city, Georgia","9,039","±1,575",7.70%,±1.4
"('$2,000 to $2,499',)","Aurora city, Colorado",N,N,N,N
"('$2,000 to $2,499',)","Austin city, Texas","16,993","±2,487",7.60%,±1.1
"('$2,000 to $2,499',)","Bakersfield city, California","2,344","±1,161",5.00%,±2.4
"('$2,000 to $2,499',)","Baltimore city, Maryland","4,806",±962,3.90%,±0.8
"('$2,000 to $2,499',)","Boston city, Massachusetts","30,150","±3,080",17.20%,±1.7
"('$2,000 to $2,499',)","Charlotte city, North Carolina","4,059","±1,202",2.60%,±0.7
"('$2,000 to $2,499',)","Chicago city, Illinois","44,944","±4,309",7.70%,±0.7
"('$2,000 to $2,499',)","Cincinnati city, Ohio","1,793",±756,2.20%,±0.9
"('$2,000 to $2,499',)","Cleveland city, Ohio",949,±576,1.00%,±0.6
"('$2,000 to $2,499',)","Colorado Springs city, Colorado","3,689","±1,174",4.90%,±1.5
"('$2,000 to $2,499',)","Columbus city, Ohio","3,107",±877,1.60%,±0.4
"('$2,000 to $2,499',)","Corpus Christi city, Texas","1,664",±852,3.40%,±1.7
"('$2,000 to $2,499',)","Dallas city, Texas","13,304","±2,056",4.40%,±0.7
"('$2,000 to $2,499',)","Denver city, Colorado","19,814","±2,987",12.60%,±1.9
"('$2,000 to $2,499',)","Detroit city, Michigan","1,176",±600,0.90%,±0.5
"('$2,000 to $2,499',)","Durham city, North Carolina",990,±477,1.80%,±0.9
"('$2,000 to $2,499',)","El Paso city, Texas",504,±445,0.60%,±0.5
"('$2,000 to $2,499',)","Fort Worth city, Texas","4,615","±1,129",3.60%,±0.9
"('$2,000 to $2,499',)","Fresno city, California","1,654",±807,1.80%,±0.9
"('$2,000 to $2,499',)","Greensboro city, North Carolina",629,±480,1.10%,±0.8
"('$2,000 to $2,499',)","Henderson city, Nevada",N,N,N,N
"('$2,000 to $2,499',)","Houston city, Texas","13,787","±2,131",2.70%,±0.4
"('$2,000 to $2,499',)","Indianapolis city (balance), Indiana","1,412",±537,0.90%,±0.3
"('$2,000 to $2,499',)","Irvine city, California",N,N,N,N
"('$2,000 to $2,499',)","Jacksonville city, Florida","4,586","±1,747",3.10%,±1.2
"('$2,000 to $2,499',)","Jersey City city, New Jersey","7,667","±1,698",10.40%,±2.3
"('$2,000 to $2,499',)","Kansas City city, Missouri","1,835",±672,1.90%,±0.7
"('$2,000 to $2,499',)","Las Vegas city, Nevada","4,292","±1,262",4.00%,±1.2
"('$2,000 to $2,499',)","Lincoln city, Nebraska",398,±284,0.80%,±0.6
"('$2,000 to $2,499',)","Long Beach city, California","10,168","±1,890",10.30%,±1.8
"('$2,000 to $2,499',)","Los Angeles city, California","120,037","±6,139",13.80%,±0.7
"('$2,000 to $2,499',)","Memphis city, Tennessee","1,568",±817,1.20%,±0.6
"('$2,000 to $2,499',)","Mesa city, Arizona","2,592","±1,003",3.90%,±1.5
"('$2,000 to $2,499',)","Miami city, Florida","14,191","±3,099",10.80%,±2.2
"('$2,000 to $2,499',)","Milwaukee city, Wisconsin","2,146",±685,1.60%,±0.5
"('$2,000 to $2,499',)","Minneapolis city, Minnesota","4,963","±1,298",5.20%,±1.4
"('$2,000 to $2,499',)","New Orleans city, Louisiana","2,786",±814,4.00%,±1.2
"('$2,000 to $2,499',)","New York city, New York","255,556","±9,744",12.00%,±0.4
"('$2,000 to $2,499',)","Newark city, New Jersey","1,900",±747,2.50%,±1.0
"('$2,000 to $2,499',)","Oakland city, California","14,886","±1,912",15.30%,±1.9
"('$2,000 to $2,499',)","Oklahoma City city, Oklahoma","1,144",±545,1.10%,±0.5
"('$2,000 to $2,499',)","Omaha city, Nebraska","1,282",±536,1.70%,±0.7
"('$2,000 to $2,499',)","Orlando city, Florida","3,438",±965,5.10%,±1.4
