Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$400 to $599',)","Tampa city, Florida","4,194",±939,18.10%,±3.8
"('$400 to $599',)","Tucson city, Arizona","12,433","±1,595",34.90%,±3.2
"('$400 to $599',)","Tulsa city, Oklahoma","10,822",±970,32.00%,±2.8
"('$400 to $599',)","Virginia Beach city, Virginia","9,097","±1,351",36.10%,±4.0
"('$400 to $599',)","Washington city, District of Columbia","6,435","±1,215",24.00%,±3.9
"('$400 to $599',)","Wichita city, Kansas","12,726","±1,255",38.00%,±3.4
"('$600 to $799',)","Albuquerque city, New Mexico","4,435",±880,10.60%,±2.0
"('$600 to $799',)","Anaheim city, California","2,143",±679,17.90%,±4.9
"('$600 to $799',)","Anchorage municipality, Alaska","6,009",±939,31.60%,±4.7
"('$600 to $799',)","Arlington city, Texas","6,665","±1,335",30.80%,±4.7
"('$600 to $799',)","Atlanta city, Georgia","2,660",±832,11.00%,±3.3
"('$600 to $799',)","Aurora city, Colorado","1,379",±493,9.30%,±3.1
"('$600 to $799',)","Austin city, Texas","10,615","±1,550",21.10%,±2.7
"('$600 to $799',)","Bakersfield city, California","2,546",±745,17.30%,±4.8
"('$600 to $799',)","Baltimore city, Maryland","6,117",±897,18.50%,±2.7
"('$600 to $799',)","Boston city, Massachusetts","4,568",±899,20.60%,±3.4
"('$600 to $799',)","Charlotte city, North Carolina","6,279","±1,211",16.70%,±2.9
"('$600 to $799',)","Chicago city, Illinois","36,118","±3,019",24.40%,±1.8
"('$600 to $799',)","Cincinnati city, Ohio","3,251",±719,19.70%,±4.0
"('$600 to $799',)","Cleveland city, Ohio","2,707",±730,8.90%,±2.3
"('$600 to $799',)","Colorado Springs city, Colorado","3,440",±762,12.00%,±2.4
"('$600 to $799',)","Columbus city, Ohio","8,190","±1,590",20.20%,±3.5
"('$600 to $799',)","Corpus Christi city, Texas","4,947",±944,17.10%,±3.3
"('$600 to $799',)","Dallas city, Texas","12,627","±1,509",15.40%,±1.8
"('$600 to $799',)","Denver city, Colorado","4,943",±977,13.60%,±2.5
"('$600 to $799',)","Detroit city, Michigan","10,510","±1,426",13.80%,±1.6
"('$600 to $799',)","Durham city, North Carolina","1,848",±504,15.50%,±4.0
"('$600 to $799',)","El Paso city, Texas","4,170","±1,023",7.90%,±1.9
"('$600 to $799',)","Fort Worth city, Texas","11,181","±1,673",20.30%,±2.8
"('$600 to $799',)","Fresno city, California","2,992",±788,14.00%,±3.3
"('$600 to $799',)","Greensboro city, North Carolina","2,153",±664,12.80%,±3.8
"('$600 to $799',)","Henderson city, Nevada","2,535",±489,13.20%,±2.4
"('$600 to $799',)","Houston city, Texas","24,428","±2,191",15.50%,±1.4
"('$600 to $799',)","Indianapolis city (balance), Indiana","5,452",±969,10.70%,±1.8
"('$600 to $799',)","Irvine city, California","2,602",±771,20.10%,±5.9
"('$600 to $799',)","Jacksonville city, Florida","6,770","±1,082",12.00%,±1.8
"('$600 to $799',)","Jersey City city, New Jersey","1,089",±431,13.70%,±4.4
"('$600 to $799',)","Kansas City city, Missouri","5,800",±922,15.80%,±2.4
"('$600 to $799',)","Las Vegas city, Nevada","2,923",±710,9.10%,±2.1
"('$600 to $799',)","Lincoln city, Nebraska","3,432",±637,18.80%,±3.4
"('$600 to $799',)","Long Beach city, California","2,305",±588,13.40%,±3.1
"('$600 to $799',)","Los Angeles city, California","26,243","±1,813",20.50%,±1.5
"('$600 to $799',)","Memphis city, Tennessee","5,950","±1,230",14.00%,±2.7
"('$600 to $799',)","Mesa city, Arizona","6,733",±964,16.90%,±2.3
"('$600 to $799',)","Miami city, Florida","3,505","±1,036",15.30%,±3.8
"('$600 to $799',)","Milwaukee city, Wisconsin","6,650",±987,23.40%,±2.8
"('$600 to $799',)","Minneapolis city, Minnesota","4,740",±866,22.20%,±3.7
"('$600 to $799',)","New Orleans city, Louisiana","4,387",±799,13.40%,±2.4
"('$600 to $799',)","New York city, New York","64,948","±3,494",16.40%,±0.9
"('$600 to $799',)","Newark city, New Jersey","1,143",±429,19.80%,±6.9
"('$600 to $799',)","Oakland city, California","2,269",±587,15.50%,±3.7
"('$600 to $799',)","Oklahoma City city, Oklahoma","8,798","±1,091",16.90%,±2.1
"('$600 to $799',)","Omaha city, Nebraska","6,856",±935,21.90%,±2.8
"('$600 to $799',)","Orlando city, Florida","2,483",±755,20.30%,±5.7
"('$600 to $799',)","Philadelphia city, Pennsylvania","19,640","±2,032",16.00%,±1.6
"('$600 to $799',)","Phoenix city, Arizona","9,648","±1,285",13.00%,±1.6
"('$600 to $799',)","Pittsburgh city, Pennsylvania","3,734",±894,13.40%,±3.0
"('$600 to $799',)","Plano city, Texas","6,226","±1,294",29.00%,±4.6
"('$600 to $799',)","Portland city, Oregon","10,238","±1,496",27.90%,±3.3
"('$600 to $799',)","Raleigh city, North Carolina","3,300",±728,18.00%,±3.8
"('$600 to $799',)","Riverside city, California","2,244",±651,18.70%,±4.8
"('$600 to $799',)","Sacramento city, California","3,904",±885,15.90%,±3.5
"('$600 to $799',)","San Antonio city, Texas","15,425","±1,712",14.50%,±1.5
"('$600 to $799',)","San Diego city, California","11,247","±1,490",18.00%,±2.2
"('$600 to $799',)","San Francisco city, California","5,893",±983,14.30%,±2.2
"('$600 to $799',)","San Jose city, California","10,502","±1,094",21.20%,±2.2
"('$600 to $799',)","Santa Ana city, California","1,299",±350,14.30%,±3.4
"('$600 to $799',)","Seattle city, Washington","10,329","±1,296",26.90%,±3.0
"('$600 to $799',)","St. Louis city, Missouri","2,227",±632,11.00%,±2.9
"('$600 to $799',)","St. Paul city, Minnesota","3,265",±695,18.80%,±3.8
"('$600 to $799',)","Stockton city, California","2,252",±707,18.80%,±5.5
"('$600 to $799',)","Tampa city, Florida","2,822",±738,12.20%,±2.9
"('$600 to $799',)","Tucson city, Arizona","2,474",±670,7.00%,±1.9
"('$600 to $799',)","Tulsa city, Oklahoma","3,987",±586,11.80%,±1.6
"('$600 to $799',)","Virginia Beach city, Virginia","6,782","±1,048",26.90%,±4.2
"('$600 to $799',)","Washington city, District of Columbia","4,013",±940,14.90%,±3.2
"('$600 to $799',)","Wichita city, Kansas","4,267",±809,12.70%,±2.2
"('$800 to $999',)","Albuquerque city, New Mexico","1,339",±511,3.20%,±1.2
"('$800 to $999',)","Anaheim city, California",712,±290,5.90%,±2.4
"('$800 to $999',)","Anchorage municipality, Alaska","3,688","±1,015",19.40%,±4.7
"('$800 to $999',)","Arlington city, Texas","1,483",±545,6.90%,±2.5
"('$800 to $999',)","Atlanta city, Georgia","2,491",±741,10.30%,±2.7
"('$800 to $999',)","Aurora city, Colorado","1,092",±438,7.40%,±2.8
"('$800 to $999',)","Austin city, Texas","7,519","±1,255",15.00%,±2.5
"('$800 to $999',)","Bakersfield city, California","1,087",±448,7.40%,±2.9
"('$800 to $999',)","Baltimore city, Maryland","2,709",±745,8.20%,±2.2
"('$800 to $999',)","Boston city, Massachusetts","3,867",±778,17.40%,±3.5
"('$800 to $999',)","Charlotte city, North Carolina","2,417",±640,6.40%,±1.6
"('$800 to $999',)","Chicago city, Illinois","20,367","±2,068",13.70%,±1.3
"('$800 to $999',)","Cincinnati city, Ohio","1,004",±366,6.10%,±2.2
"('$800 to $999',)","Cleveland city, Ohio",973,±488,3.20%,±1.6
"('$800 to $999',)","Colorado Springs city, Colorado",932,±426,3.20%,±1.5
"('$800 to $999',)","Columbus city, Ohio","1,932",±589,4.80%,±1.5
"('$800 to $999',)","Corpus Christi city, Texas","3,258",±946,11.30%,±3.1
"('$800 to $999',)","Dallas city, Texas","6,557","±1,032",8.00%,±1.2
"('$800 to $999',)","Denver city, Colorado","1,893",±597,5.20%,±1.6
"('$800 to $999',)","Detroit city, Michigan","3,977",±727,5.20%,±1.0
"('$800 to $999',)","Durham city, North Carolina",303,±227,2.50%,±1.9
"('$800 to $999',)","El Paso city, Texas","1,858",±578,3.50%,±1.1
"('$800 to $999',)","Fort Worth city, Texas","3,764","±1,004",6.80%,±1.8
"('$800 to $999',)","Fresno city, California","1,191",±497,5.60%,±2.2
"('$800 to $999',)","Greensboro city, North Carolina",365,±205,2.20%,±1.2
"('$800 to $999',)","Henderson city, Nevada","1,246",±558,6.50%,±2.7
"('$800 to $999',)","Houston city, Texas","13,748","±1,609",8.70%,±1.0
"('$800 to $999',)","Indianapolis city (balance), Indiana","2,067",±637,4.00%,±1.2
"('$800 to $999',)","Irvine city, California","1,649",±613,12.70%,±4.6
"('$800 to $999',)","Jacksonville city, Florida","3,131",±783,5.50%,±1.4
"('$800 to $999',)","Jersey City city, New Jersey","1,970",±584,24.80%,±6.8
"('$800 to $999',)","Kansas City city, Missouri","2,022",±654,5.50%,±1.7
"('$800 to $999',)","Las Vegas city, Nevada","1,274",±460,3.90%,±1.4
"('$800 to $999',)","Lincoln city, Nebraska","1,103",±372,6.00%,±2.0
"('$800 to $999',)","Long Beach city, California","1,371",±438,8.00%,±2.4
"('$800 to $999',)","Los Angeles city, California","16,052","±1,683",12.60%,±1.2
"('$800 to $999',)","Memphis city, Tennessee","2,515",±620,5.90%,±1.5
"('$800 to $999',)","Mesa city, Arizona","2,216",±576,5.60%,±1.4
"('$800 to $999',)","Miami city, Florida","1,771",±623,7.70%,±2.7
"('$800 to $999',)","Milwaukee city, Wisconsin","2,189",±541,7.70%,±1.8
"('$800 to $999',)","Minneapolis city, Minnesota","2,697",±729,12.60%,±3.0
"('$800 to $999',)","New Orleans city, Louisiana","2,332",±502,7.10%,±1.5
"('$800 to $999',)","New York city, New York","72,254","±4,167",18.20%,±0.9
"('$800 to $999',)","Newark city, New Jersey","1,727",±604,29.90%,±9.5
"('$800 to $999',)","Oakland city, California","1,706",±573,11.70%,±3.7
"('$800 to $999',)","Oklahoma City city, Oklahoma","2,873",±663,5.50%,±1.3
"('$800 to $999',)","Omaha city, Nebraska","2,972",±656,9.50%,±1.9
"('$800 to $999',)","Orlando city, Florida","1,356",±484,11.10%,±3.9
"('$800 to $999',)","Philadelphia city, Pennsylvania","4,378",±922,3.60%,±0.8
"('$800 to $999',)","Phoenix city, Arizona","3,036",±862,4.10%,±1.1
"('$800 to $999',)","Pittsburgh city, Pennsylvania","1,266",±411,4.50%,±1.4
"('$800 to $999',)","Plano city, Texas","5,117",±969,23.80%,±4.5
"('$800 to $999',)","Portland city, Oregon","3,669",±774,10.00%,±2.0
"('$800 to $999',)","Raleigh city, North Carolina","1,308",±754,7.10%,±3.9
"('$800 to $999',)","Riverside city, California",817,±327,6.80%,±2.8
"('$800 to $999',)","Sacramento city, California","1,415",±495,5.80%,±2.0
"('$800 to $999',)","San Antonio city, Texas","6,843","±1,078",6.40%,±1.0
"('$800 to $999',)","San Diego city, California","6,452","±1,078",10.30%,±1.7
"('$800 to $999',)","San Francisco city, California","3,744","±1,276",9.10%,±2.9
"('$800 to $999',)","San Jose city, California","6,282",±796,12.70%,±1.5
"('$800 to $999',)","Santa Ana city, California",764,±302,8.40%,±3.3
"('$800 to $999',)","Seattle city, Washington","6,512","±1,311",17.00%,±3.1
"('$800 to $999',)","St. Louis city, Missouri",495,±255,2.50%,±1.2
"('$800 to $999',)","St. Paul city, Minnesota","1,849",±522,10.70%,±2.8
"('$800 to $999',)","Stockton city, California",420,±281,3.50%,±2.3
"('$800 to $999',)","Tampa city, Florida","1,669",±700,7.20%,±3.0
"('$800 to $999',)","Tucson city, Arizona",744,±328,2.10%,±0.9
"('$800 to $999',)","Tulsa city, Oklahoma","1,611",±416,4.80%,±1.2
"('$800 to $999',)","Virginia Beach city, Virginia","2,693",±798,10.70%,±2.9
"('$800 to $999',)","Washington city, District of Columbia","2,786",±741,10.40%,±2.7
"('$800 to $999',)","Wichita city, Kansas","1,137",±423,3.40%,±1.2
"('$1,000 or more',)","Albuquerque city, New Mexico",749,±368,1.80%,±0.9
"('$1,000 or more',)","Anaheim city, California",777,±342,6.50%,±2.6
"('$1,000 or more',)","Anchorage municipality, Alaska","2,471",±702,13.00%,±3.5
"('$1,000 or more',)","Arlington city, Texas","1,745",±596,8.10%,±2.8
"('$1,000 or more',)","Atlanta city, Georgia","4,871","±1,035",20.10%,±3.9
"('$1,000 or more',)","Aurora city, Colorado",338,±182,2.30%,±1.2
"('$1,000 or more',)","Austin city, Texas","13,886","±1,538",27.70%,±2.7
"('$1,000 or more',)","Bakersfield city, California",966,±523,6.50%,±3.4
"('$1,000 or more',)","Baltimore city, Maryland","3,368",±704,10.20%,±2.0
"('$1,000 or more',)","Boston city, Massachusetts","6,309","±1,135",28.40%,±3.9
"('$1,000 or more',)","Charlotte city, North Carolina","3,215",±617,8.60%,±1.7
"('$1,000 or more',)","Chicago city, Illinois","27,609","±2,684",18.60%,±1.7
"('$1,000 or more',)","Cincinnati city, Ohio","1,870",±493,11.30%,±3.1
"('$1,000 or more',)","Cleveland city, Ohio",144,±123,0.50%,±0.4
"('$1,000 or more',)","Colorado Springs city, Colorado",317,±197,1.10%,±0.7
"('$1,000 or more',)","Columbus city, Ohio","1,713",±533,4.20%,±1.3
"('$1,000 or more',)","Corpus Christi city, Texas","2,348",±726,8.10%,±2.4
"('$1,000 or more',)","Dallas city, Texas","16,728","±1,781",20.40%,±2.1
"('$1,000 or more',)","Denver city, Colorado","3,147",±703,8.70%,±2.0
"('$1,000 or more',)","Detroit city, Michigan","2,367",±577,3.10%,±0.7
"('$1,000 or more',)","Durham city, North Carolina",363,±257,3.00%,±2.2
"('$1,000 or more',)","El Paso city, Texas","2,043",±536,3.90%,±1.0
"('$1,000 or more',)","Fort Worth city, Texas","4,885","±1,016",8.90%,±1.7
"('$1,000 or more',)","Fresno city, California",670,±309,3.10%,±1.4
"('$1,000 or more',)","Greensboro city, North Carolina",794,±352,4.70%,±2.0
"('$1,000 or more',)","Henderson city, Nevada","1,291",±560,6.70%,±2.7
"('$1,000 or more',)","Houston city, Texas","24,865","±1,884",15.80%,±1.1
"('$1,000 or more',)","Indianapolis city (balance), Indiana","1,800",±699,3.50%,±1.3
"('$1,000 or more',)","Irvine city, California","3,951","±1,601",30.50%,±9.8
"('$1,000 or more',)","Jacksonville city, Florida","2,677",±603,4.70%,±1.0
"('$1,000 or more',)","Jersey City city, New Jersey","4,040",±895,50.80%,±8.2
"('$1,000 or more',)","Kansas City city, Missouri","1,092",±383,3.00%,±1.1
"('$1,000 or more',)","Las Vegas city, Nevada","1,815",±530,5.60%,±1.6
"('$1,000 or more',)","Lincoln city, Nebraska",507,±228,2.80%,±1.2
"('$1,000 or more',)","Long Beach city, California","2,253",±732,13.10%,±4.1
"('$1,000 or more',)","Los Angeles city, California","26,677","±1,764",20.90%,±1.2
"('$1,000 or more',)","Memphis city, Tennessee","3,200",±738,7.50%,±1.7
"('$1,000 or more',)","Mesa city, Arizona","1,765",±771,4.40%,±1.9
"('$1,000 or more',)","Miami city, Florida","5,052","±1,021",22.10%,±4.1
"('$1,000 or more',)","Milwaukee city, Wisconsin","1,251",±386,4.40%,±1.4
"('$1,000 or more',)","Minneapolis city, Minnesota","3,547",±736,16.60%,±3.4
"('$1,000 or more',)","New Orleans city, Louisiana","4,317",±696,13.20%,±2.0
"('$1,000 or more',)","New York city, New York","129,821","±5,665",32.70%,±1.2
"('$1,000 or more',)","Newark city, New Jersey","2,006",±781,34.80%,±9.7
"('$1,000 or more',)","Oakland city, California","2,875",±634,19.70%,±3.9
"('$1,000 or more',)","Oklahoma City city, Oklahoma","2,486",±616,4.80%,±1.2
"('$1,000 or more',)","Omaha city, Nebraska","2,961",±623,9.50%,±1.9
"('$1,000 or more',)","Orlando city, Florida",877,±433,7.20%,±3.5
"('$1,000 or more',)","Philadelphia city, Pennsylvania","5,895",±966,4.80%,±0.8
"('$1,000 or more',)","Phoenix city, Arizona","2,910",±683,3.90%,±0.9
"('$1,000 or more',)","Pittsburgh city, Pennsylvania","2,072",±517,7.40%,±1.8
"('$1,000 or more',)","Plano city, Texas","4,585",±879,21.30%,±4.0
"('$1,000 or more',)","Portland city, Oregon","4,207",±794,11.50%,±2.1
"('$1,000 or more',)","Raleigh city, North Carolina","1,371",±473,7.50%,±2.5
"('$1,000 or more',)","Riverside city, California",742,±313,6.20%,±2.6
"('$1,000 or more',)","Sacramento city, California",533,±330,2.20%,±1.3
"('$1,000 or more',)","San Antonio city, Texas","7,030","±1,245",6.60%,±1.1
"('$1,000 or more',)","San Diego city, California","8,559","±1,196",13.70%,±1.8
"('$1,000 or more',)","San Francisco city, California","10,524","±1,518",25.50%,±3.4
"('$1,000 or more',)","San Jose city, California","10,288","±1,556",20.80%,±2.7
"('$1,000 or more',)","Santa Ana city, California",310,±176,3.40%,±1.9
"('$1,000 or more',)","Seattle city, Washington","8,480","±1,177",22.10%,±3.0
"('$1,000 or more',)","St. Louis city, Missouri","1,159",±465,5.70%,±2.2
"('$1,000 or more',)","St. Paul city, Minnesota","1,740",±694,10.00%,±3.8
"('$1,000 or more',)","Stockton city, California",635,±288,5.30%,±2.5
"('$1,000 or more',)","Tampa city, Florida","2,256",±635,9.70%,±2.6
"('$1,000 or more',)","Tucson city, Arizona",422,±226,1.20%,±0.6
"('$1,000 or more',)","Tulsa city, Oklahoma","2,049",±434,6.10%,±1.3
"('$1,000 or more',)","Virginia Beach city, Virginia","2,668",±645,10.60%,±2.5
"('$1,000 or more',)","Washington city, District of Columbia","6,837","±1,208",25.40%,±4.3
"('$1,000 or more',)","Wichita city, Kansas",995,±390,3.00%,±1.1
"('Median (dollars)',)","Albuquerque city, New Mexico",409,±14,(X),(X)
"('Median (dollars)',)","Anaheim city, California",482,±30,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska",663,±22,(X),(X)
"('Median (dollars)',)","Arlington city, Texas",579,±24,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia",514,±45,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado",443,±20,(X),(X)
"('Median (dollars)',)","Austin city, Texas",734,±27,(X),(X)
"('Median (dollars)',)","Bakersfield city, California",497,±33,(X),(X)
