Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$200 to $299',)","New York city, New York","15,616","±1,901",4.00%,±0.5
"('$200 to $299',)","Newark city, New Jersey",80,±77,1.60%,±1.5
"('$200 to $299',)","Oakland city, California","1,948",±525,12.80%,±3.4
"('$200 to $299',)","Oklahoma City city, Oklahoma","8,042","±1,202",15.60%,±2.2
"('$200 to $299',)","Omaha city, Nebraska","2,075",±477,6.50%,±1.5
"('$200 to $299',)","Orlando city, Florida","1,536",±632,11.10%,±4.3
"('$200 to $299',)","Philadelphia city, Pennsylvania","19,724","±2,215",16.60%,±1.7
"('$200 to $299',)","Phoenix city, Arizona","13,219","±1,533",17.20%,±1.8
"('$200 to $299',)","Pittsburgh city, Pennsylvania","3,523",±699,13.10%,±2.4
"('$200 to $299',)","Plano city, Texas",528,±297,2.50%,±1.4
"('$200 to $299',)","Portland city, Oregon","1,606",±557,4.70%,±1.6
"('$200 to $299',)","Raleigh city, North Carolina","1,661",±541,9.10%,±2.8
"('$200 to $299',)","Riverside city, California","1,442",±444,12.90%,±3.5
"('$200 to $299',)","Sacramento city, California","3,606",±774,15.50%,±3.1
"('$200 to $299',)","San Antonio city, Texas","17,958","±1,390",17.80%,±1.3
"('$200 to $299',)","San Diego city, California","7,860","±1,259",12.90%,±2.1
"('$200 to $299',)","San Francisco city, California","4,555",±913,10.50%,±2.0
"('$200 to $299',)","San Jose city, California","4,753",±834,10.80%,±1.8
"('$200 to $299',)","Santa Ana city, California","1,986",±561,19.40%,±4.6
"('$200 to $299',)","Seattle city, Washington",824,±411,2.10%,±1.1
"('$200 to $299',)","St. Louis city, Missouri","2,684",±591,13.20%,±2.8
"('$200 to $299',)","St. Paul city, Minnesota","1,313",±373,8.70%,±2.3
"('$200 to $299',)","Stockton city, California","1,814",±640,16.50%,±5.7
"('$200 to $299',)","Tampa city, Florida","5,488","±1,004",22.70%,±3.4
"('$200 to $299',)","Tucson city, Arizona","8,495","±1,485",23.50%,±3.7
"('$200 to $299',)","Tulsa city, Oklahoma","4,918",±712,14.70%,±2.0
"('$200 to $299',)","Virginia Beach city, Virginia","1,191",±396,5.00%,±1.6
"('$200 to $299',)","Washington city, District of Columbia","2,252",±595,8.40%,±2.2
"('$200 to $299',)","Wichita city, Kansas","5,194",±940,15.30%,±2.5
"('$300 to $399',)","Albuquerque city, New Mexico","8,910","±1,329",23.20%,±2.9
"('$300 to $399',)","Anaheim city, California","1,303",±449,12.40%,±4.1
"('$300 to $399',)","Anchorage municipality, Alaska","1,523",±577,9.50%,±3.4
"('$300 to $399',)","Arlington city, Texas","2,969",±734,13.00%,±2.9
"('$300 to $399',)","Atlanta city, Georgia","3,066",±859,13.00%,±3.6
"('$300 to $399',)","Aurora city, Colorado","4,506",±794,29.20%,±4.5
"('$300 to $399',)","Austin city, Texas","4,514",±929,8.90%,±1.7
"('$300 to $399',)","Bakersfield city, California","4,102",±934,27.30%,±5.4
"('$300 to $399',)","Baltimore city, Maryland","5,211",±810,14.60%,±1.9
"('$300 to $399',)","Boston city, Massachusetts","1,366",±463,6.00%,±2.0
"('$300 to $399',)","Charlotte city, North Carolina","6,918","±1,167",20.10%,±3.2
"('$300 to $399',)","Chicago city, Illinois","13,684","±1,395",9.60%,±1.0
"('$300 to $399',)","Cincinnati city, Ohio","2,700",±711,18.10%,±4.2
"('$300 to $399',)","Cleveland city, Ohio","7,306",±944,27.10%,±2.9
"('$300 to $399',)","Colorado Springs city, Colorado","7,703","±1,179",27.00%,±3.3
"('$300 to $399',)","Columbus city, Ohio","7,139","±1,268",18.00%,±2.8
"('$300 to $399',)","Corpus Christi city, Texas","6,124","±1,227",20.70%,±3.6
"('$300 to $399',)","Dallas city, Texas","12,743","±1,597",16.10%,±1.9
"('$300 to $399',)","Denver city, Colorado","8,959","±1,227",26.20%,±3.0
"('$300 to $399',)","Detroit city, Michigan","14,462","±1,797",20.20%,±2.3
"('$300 to $399',)","Durham city, North Carolina","3,095",±895,25.20%,±5.8
"('$300 to $399',)","El Paso city, Texas","11,648","±1,558",22.20%,±2.9
"('$300 to $399',)","Fort Worth city, Texas","9,705","±1,559",18.20%,±2.8
"('$300 to $399',)","Fresno city, California","4,049",±921,19.50%,±4.0
"('$300 to $399',)","Greensboro city, North Carolina","2,416",±644,17.30%,±4.3
"('$300 to $399',)","Henderson city, Nevada","5,221","±1,041",29.20%,±4.6
"('$300 to $399',)","Houston city, Texas","23,489","±2,295",15.40%,±1.3
"('$300 to $399',)","Indianapolis city (balance), Indiana","12,603","±1,549",24.10%,±2.5
"('$300 to $399',)","Irvine city, California",698,±385,5.60%,±2.9
"('$300 to $399',)","Jacksonville city, Florida","12,219","±1,408",20.90%,±2.3
"('$300 to $399',)","Jersey City city, New Jersey",236,±225,3.10%,±2.9
"('$300 to $399',)","Kansas City city, Missouri","7,205",±927,20.50%,±2.7
"('$300 to $399',)","Las Vegas city, Nevada","7,942","±1,128",26.90%,±3.2
"('$300 to $399',)","Lincoln city, Nebraska","3,888",±845,19.80%,±3.6
"('$300 to $399',)","Long Beach city, California","3,194",±747,19.80%,±4.3
"('$300 to $399',)","Los Angeles city, California","13,544","±1,592",10.90%,±1.3
"('$300 to $399',)","Memphis city, Tennessee","8,640","±1,282",20.30%,±2.7
"('$300 to $399',)","Mesa city, Arizona","8,599","±1,064",23.50%,±2.8
"('$300 to $399',)","Miami city, Florida","3,374",±947,15.80%,±4.2
"('$300 to $399',)","Milwaukee city, Wisconsin","4,082",±688,12.90%,±2.2
"('$300 to $399',)","Minneapolis city, Minnesota","2,339",±502,10.90%,±2.4
"('$300 to $399',)","New Orleans city, Louisiana","5,545",±930,16.90%,±2.6
"('$300 to $399',)","New York city, New York","17,809","±2,428",4.60%,±0.6
"('$300 to $399',)","Newark city, New Jersey",167,±144,3.30%,±2.8
"('$300 to $399',)","Oakland city, California","2,158",±532,14.10%,±3.4
"('$300 to $399',)","Oklahoma City city, Oklahoma","10,176","±1,407",19.70%,±2.5
"('$300 to $399',)","Omaha city, Nebraska","4,186",±672,13.10%,±2.0
"('$300 to $399',)","Orlando city, Florida","2,296",±773,16.60%,±4.9
"('$300 to $399',)","Philadelphia city, Pennsylvania","23,128","±2,037",19.40%,±1.7
"('$300 to $399',)","Phoenix city, Arizona","19,083","±1,857",24.90%,±2.4
"('$300 to $399',)","Pittsburgh city, Pennsylvania","6,509",±858,24.20%,±3.0
"('$300 to $399',)","Plano city, Texas",963,±417,4.50%,±1.9
"('$300 to $399',)","Portland city, Oregon","3,781",±958,11.20%,±2.7
"('$300 to $399',)","Raleigh city, North Carolina","3,781",±863,20.60%,±4.7
"('$300 to $399',)","Riverside city, California","2,913",±742,26.10%,±5.3
"('$300 to $399',)","Sacramento city, California","6,105","±1,120",26.20%,±4.1
"('$300 to $399',)","San Antonio city, Texas","18,534","±1,688",18.40%,±1.6
"('$300 to $399',)","San Diego city, California","9,663","±1,214",15.90%,±1.7
"('$300 to $399',)","San Francisco city, California","4,194",±956,9.60%,±2.1
"('$300 to $399',)","San Jose city, California","4,729",±855,10.80%,±1.8
"('$300 to $399',)","Santa Ana city, California","2,738",±510,26.70%,±4.1
"('$300 to $399',)","Seattle city, Washington","2,457",±746,6.30%,±2.0
"('$300 to $399',)","St. Louis city, Missouri","5,189",±827,25.60%,±3.7
"('$300 to $399',)","St. Paul city, Minnesota","2,376",±572,15.80%,±3.6
"('$300 to $399',)","Stockton city, California","2,185",±570,19.90%,±4.6
"('$300 to $399',)","Tampa city, Florida","3,790",±681,15.70%,±2.7
"('$300 to $399',)","Tucson city, Arizona","8,181","±1,201",22.60%,±3.1
"('$300 to $399',)","Tulsa city, Oklahoma","7,029",±856,21.00%,±2.3
"('$300 to $399',)","Virginia Beach city, Virginia","2,883",±632,12.10%,±2.5
"('$300 to $399',)","Washington city, District of Columbia","3,715",±883,13.80%,±2.9
"('$300 to $399',)","Wichita city, Kansas","7,937","±1,350",23.40%,±3.6
"('$400 or more',)","Albuquerque city, New Mexico","19,000","±1,754",49.50%,±3.7
"('$400 or more',)","Anaheim city, California","7,452","±1,503",70.70%,±6.6
"('$400 or more',)","Anchorage municipality, Alaska","13,227","±1,643",82.60%,±5.1
"('$400 or more',)","Arlington city, Texas","18,159","±1,990",79.60%,±3.4
"('$400 or more',)","Atlanta city, Georgia","14,872","±1,890",63.20%,±4.2
"('$400 or more',)","Aurora city, Colorado","7,431",±904,48.20%,±4.2
"('$400 or more',)","Austin city, Texas","40,859","±2,758",80.50%,±2.7
"('$400 or more',)","Bakersfield city, California","7,965","±1,352",52.90%,±6.3
"('$400 or more',)","Baltimore city, Maryland","25,791","±1,820",72.50%,±2.8
"('$400 or more',)","Boston city, Massachusetts","20,037","±1,694",88.40%,±2.6
"('$400 or more',)","Charlotte city, North Carolina","22,312","±2,126",64.90%,±3.7
"('$400 or more',)","Chicago city, Illinois","118,455","±4,404",82.90%,±1.3
"('$400 or more',)","Cincinnati city, Ohio","9,700","±1,281",64.90%,±5.5
"('$400 or more',)","Cleveland city, Ohio","11,891","±1,421",44.10%,±3.7
"('$400 or more',)","Colorado Springs city, Colorado","14,678","±1,550",51.40%,±3.9
"('$400 or more',)","Columbus city, Ohio","27,452","±2,345",69.40%,±3.7
"('$400 or more',)","Corpus Christi city, Texas","17,801","±1,817",60.20%,±4.2
"('$400 or more',)","Dallas city, Texas","53,229","±3,115",67.30%,±2.4
"('$400 or more',)","Denver city, Colorado","17,481","±1,566",51.10%,±3.4
"('$400 or more',)","Detroit city, Michigan","41,351","±2,482",57.80%,±2.4
"('$400 or more',)","Durham city, North Carolina","6,719","±1,031",54.70%,±6.5
"('$400 or more',)","El Paso city, Texas","23,720","±2,075",45.20%,±3.0
"('$400 or more',)","Fort Worth city, Texas","34,511","±3,158",64.90%,±3.3
"('$400 or more',)","Fresno city, California","10,049","±1,357",48.40%,±4.8
"('$400 or more',)","Greensboro city, North Carolina","8,494","±1,268",61.00%,±6.1
"('$400 or more',)","Henderson city, Nevada","9,192","±1,312",51.30%,±4.9
"('$400 or more',)","Houston city, Texas","96,517","±4,354",63.10%,±1.9
"('$400 or more',)","Indianapolis city (balance), Indiana","25,867","±2,606",49.50%,±3.6
"('$400 or more',)","Irvine city, California","10,648","±1,841",85.40%,±3.6
"('$400 or more',)","Jacksonville city, Florida","31,265","±2,521",53.40%,±2.8
"('$400 or more',)","Jersey City city, New Jersey","6,877","±1,112",91.20%,±3.9
"('$400 or more',)","Kansas City city, Missouri","21,052","±1,972",59.90%,±3.3
"('$400 or more',)","Las Vegas city, Nevada","14,453","±1,474",49.00%,±3.7
"('$400 or more',)","Lincoln city, Nebraska","13,207","±1,486",67.30%,±4.3
"('$400 or more',)","Long Beach city, California","8,924","±1,215",55.30%,±5.4
"('$400 or more',)","Los Angeles city, California","96,628","±3,992",77.70%,±1.6
"('$400 or more',)","Memphis city, Tennessee","25,000","±2,193",58.60%,±3.2
"('$400 or more',)","Mesa city, Arizona","16,972","±1,736",46.40%,±3.3
"('$400 or more',)","Miami city, Florida","13,869","±1,469",65.00%,±4.8
"('$400 or more',)","Milwaukee city, Wisconsin","25,368","±2,060",80.30%,±2.5
"('$400 or more',)","Minneapolis city, Minnesota","16,936","±1,621",78.60%,±3.4
"('$400 or more',)","New Orleans city, Louisiana","20,639","±1,515",62.80%,±3.3
"('$400 or more',)","New York city, New York","301,109","±8,060",78.00%,±0.9
"('$400 or more',)","Newark city, New Jersey","4,438",±881,88.50%,±4.8
"('$400 or more',)","Oakland city, California","10,663","±1,362",69.90%,±4.8
"('$400 or more',)","Oklahoma City city, Oklahoma","30,444","±2,388",58.90%,±2.6
"('$400 or more',)","Omaha city, Nebraska","24,671","±1,610",77.20%,±2.5
"('$400 or more',)","Orlando city, Florida","8,576","±1,516",62.10%,±7.3
"('$400 or more',)","Philadelphia city, Pennsylvania","68,635","±3,666",57.60%,±2.2
"('$400 or more',)","Phoenix city, Arizona","38,276","±3,055",49.90%,±2.4
"('$400 or more',)","Pittsburgh city, Pennsylvania","14,790","±1,296",55.00%,±3.3
"('$400 or more',)","Plano city, Texas","19,721","±1,618",92.50%,±2.4
"('$400 or more',)","Portland city, Oregon","27,067","±1,876",79.90%,±3.0
"('$400 or more',)","Raleigh city, North Carolina","11,972","±1,670",65.20%,±5.4
"('$400 or more',)","Riverside city, California","5,956",±915,53.40%,±5.3
"('$400 or more',)","Sacramento city, California","12,306","±1,501",52.80%,±4.4
"('$400 or more',)","San Antonio city, Texas","56,332","±2,980",55.80%,±1.9
"('$400 or more',)","San Diego city, California","39,443","±2,588",64.90%,±2.8
"('$400 or more',)","San Francisco city, California","32,118","±2,427",73.70%,±3.0
"('$400 or more',)","San Jose city, California","32,128","±2,273",73.30%,±2.9
"('$400 or more',)","Santa Ana city, California","4,272",±656,41.70%,±6.2
"('$400 or more',)","Seattle city, Washington","34,227","±2,427",88.10%,±2.6
"('$400 or more',)","St. Louis city, Missouri","11,315","±1,338",55.80%,±4.1
"('$400 or more',)","St. Paul city, Minnesota","10,994","±1,083",73.20%,±4.2
"('$400 or more',)","Stockton city, California","5,689","±1,058",51.70%,±6.5
"('$400 or more',)","Tampa city, Florida","12,066","±1,634",49.90%,±4.1
"('$400 or more',)","Tucson city, Arizona","15,201","±1,572",42.00%,±3.5
"('$400 or more',)","Tulsa city, Oklahoma","18,950","±1,291",56.50%,±2.6
"('$400 or more',)","Virginia Beach city, Virginia","18,878","±1,733",79.20%,±3.4
"('$400 or more',)","Washington city, District of Columbia","19,582","±1,808",72.70%,±3.6
"('$400 or more',)","Wichita city, Kansas","19,731","±1,482",58.20%,±3.6
"('Median (dollars)',)","Albuquerque city, New Mexico",398,±16,(X),(X)
"('Median (dollars)',)","Anaheim city, California",529,±35,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska",646,±26,(X),(X)
"('Median (dollars)',)","Arlington city, Texas",582,±29,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia",518,±52,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado",394,±14,(X),(X)
"('Median (dollars)',)","Austin city, Texas",659,±29,(X),(X)
"('Median (dollars)',)","Bakersfield city, California",414,±27,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland",519,±23,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts",730,±43,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina",476,±19,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois",640,±13,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio",478,±25,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",377,±14,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado",408,±18,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio",481,±16,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas",455,±22,(X),(X)
"('Median (dollars)',)","Dallas city, Texas",513,±23,(X),(X)
"('Median (dollars)',)","Denver city, Colorado",407,±20,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan",438,±10,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina",425,±31,(X),(X)
"('Median (dollars)',)","El Paso city, Texas",378,±12,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas",484,±18,(X),(X)
"('Median (dollars)',)","Fresno city, California",392,±22,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina",452,±24,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada",408,±25,(X),(X)
"('Median (dollars)',)","Houston city, Texas",493,±12,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana",399,±15,(X),(X)
"('Median (dollars)',)","Irvine city, California",741,±66,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida",420,±16,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey",979,±82,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri",444,±13,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada",397,±13,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska",466,±15,(X),(X)
"('Median (dollars)',)","Long Beach city, California",433,±32,(X),(X)
"('Median (dollars)',)","Los Angeles city, California",626,±16,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee",453,±20,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona",385,±14,(X),(X)
"('Median (dollars)',)","Miami city, Florida",514,±40,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin",544,±16,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota",585,±23,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana",477,±20,(X),(X)
"('Median (dollars)',)","New York city, New York",802,±13,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey",803,±76,(X),(X)
"('Median (dollars)',)","Oakland city, California",574,±40,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma",444,±12,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska",534,±14,(X),(X)
"('Median (dollars)',)","Orlando city, Florida",456,±33,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania",440,±11,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona",400,±11,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania",432,±19,(X),(X)
"('Median (dollars)',)","Plano city, Texas",749,±30,(X),(X)
"('Median (dollars)',)","Portland city, Oregon",582,±21,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina",484,±30,(X),(X)
"('Median (dollars)',)","Riverside city, California",421,±31,(X),(X)
"('Median (dollars)',)","Sacramento city, California",415,±22,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas",431,±9,(X),(X)
"('Median (dollars)',)","San Diego city, California",514,±23,(X),(X)
"('Median (dollars)',)","San Francisco city, California",578,±22,(X),(X)
