Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('15.0 to 19.9 percent',)","Dallas city, Texas","31,633","±3,677",13.10%,±1.4
"('15.0 to 19.9 percent',)","Denver city, Colorado","17,374","±2,044",13.30%,±1.6
"('15.0 to 19.9 percent',)","Detroit city, Michigan","9,038","±1,330",8.50%,±1.2
"('15.0 to 19.9 percent',)","Durham city, North Carolina","5,632","±1,600",12.20%,±3.4
"('15.0 to 19.9 percent',)","El Paso city, Texas","10,258","±1,766",11.90%,±1.9
"('15.0 to 19.9 percent',)","Fort Worth city, Texas","11,844","±2,016",11.40%,±2.0
"('15.0 to 19.9 percent',)","Fresno city, California","7,422","±1,577",9.60%,±2.0
"('15.0 to 19.9 percent',)","Greensboro city, North Carolina","5,453","±1,555",11.90%,±3.2
"('15.0 to 19.9 percent',)","Henderson city, Nevada","5,309","±1,484",15.10%,±4.2
"('15.0 to 19.9 percent',)","Houston city, Texas","49,044","±4,098",12.20%,±1.0
"('15.0 to 19.9 percent',)","Indianapolis city (balance), Indiana","15,525","±2,277",11.20%,±1.5
"('15.0 to 19.9 percent',)","Irvine city, California","4,478","±1,120",13.60%,±3.3
"('15.0 to 19.9 percent',)","Jacksonville city, Florida","9,017","±1,683",8.30%,±1.5
"('15.0 to 19.9 percent',)","Jersey City city, New Jersey","9,320","±1,466",14.60%,±2.2
"('15.0 to 19.9 percent',)","Kansas City city, Missouri","10,904","±1,687",13.70%,±1.9
"('15.0 to 19.9 percent',)","Las Vegas city, Nevada","13,306","±2,608",14.10%,±2.6
"('15.0 to 19.9 percent',)","Lincoln city, Nebraska","7,017","±1,352",16.50%,±3.0
"('15.0 to 19.9 percent',)","Long Beach city, California","9,164","±1,497",10.00%,±1.6
"('15.0 to 19.9 percent',)","Los Angeles city, California","69,477","±3,833",8.90%,±0.5
"('15.0 to 19.9 percent',)","Memphis city, Tennessee","9,433","±1,747",8.20%,±1.5
"('15.0 to 19.9 percent',)","Mesa city, Arizona","8,834","±1,752",14.00%,±2.6
"('15.0 to 19.9 percent',)","Miami city, Florida","7,161","±1,617",7.30%,±1.6
"('15.0 to 19.9 percent',)","Milwaukee city, Wisconsin","13,974","±1,989",11.10%,±1.5
"('15.0 to 19.9 percent',)","Minneapolis city, Minnesota","9,697","±1,619",12.10%,±1.9
"('15.0 to 19.9 percent',)","New Orleans city, Louisiana","6,516","±1,282",8.90%,±1.7
"('15.0 to 19.9 percent',)","New York city, New York","211,245","±7,390",10.70%,±0.4
"('15.0 to 19.9 percent',)","Newark city, New Jersey","5,845","±1,222",8.70%,±1.8
"('15.0 to 19.9 percent',)","Oakland city, California","9,164","±1,417",10.20%,±1.6
"('15.0 to 19.9 percent',)","Oklahoma City city, Oklahoma","10,026","±1,573",11.40%,±1.8
"('15.0 to 19.9 percent',)","Omaha city, Nebraska","9,708","±1,459",14.90%,±2.2
"('15.0 to 19.9 percent',)","Orlando city, Florida","5,110","±1,280",8.90%,±2.1
"('15.0 to 19.9 percent',)","Philadelphia city, Pennsylvania","22,195","±2,645",9.10%,±1.0
"('15.0 to 19.9 percent',)","Phoenix city, Arizona","23,743","±3,082",11.10%,±1.4
"('15.0 to 19.9 percent',)","Pittsburgh city, Pennsylvania","8,364","±1,281",13.10%,±2.1
"('15.0 to 19.9 percent',)","Plano city, Texas","6,837","±1,518",18.10%,±3.8
"('15.0 to 19.9 percent',)","Portland city, Oregon","13,796","±1,893",11.90%,±1.6
"('15.0 to 19.9 percent',)","Raleigh city, North Carolina","9,004","±1,889",13.20%,±2.7
"('15.0 to 19.9 percent',)","Riverside city, California","2,820",±882,7.90%,±2.4
"('15.0 to 19.9 percent',)","Sacramento city, California","11,205","±2,042",13.30%,±2.3
"('15.0 to 19.9 percent',)","San Antonio city, Texas","26,201","±3,585",13.10%,±1.7
"('15.0 to 19.9 percent',)","San Diego city, California","24,986","±2,806",10.80%,±1.2
"('15.0 to 19.9 percent',)","San Francisco city, California","30,988","±3,323",14.90%,±1.6
"('15.0 to 19.9 percent',)","San Jose city, California","16,679","±2,315",12.90%,±1.7
"('15.0 to 19.9 percent',)","Santa Ana city, California","4,115","±1,267",11.30%,±3.3
"('15.0 to 19.9 percent',)","Seattle city, Washington","20,539","±2,731",14.10%,±1.9
"('15.0 to 19.9 percent',)","St. Louis city, Missouri","6,634","±1,419",9.40%,±2.0
"('15.0 to 19.9 percent',)","St. Paul city, Minnesota","6,228","±1,189",11.20%,±2.1
"('15.0 to 19.9 percent',)","Stockton city, California","2,517",±753,6.00%,±1.8
"('15.0 to 19.9 percent',)","Tampa city, Florida","6,527","±1,637",10.00%,±2.4
"('15.0 to 19.9 percent',)","Tucson city, Arizona","11,866","±1,959",12.70%,±2.0
"('15.0 to 19.9 percent',)","Tulsa city, Oklahoma","8,048","±1,137",11.90%,±1.6
"('15.0 to 19.9 percent',)","Virginia Beach city, Virginia","6,138","±1,311",11.40%,±2.4
"('15.0 to 19.9 percent',)","Washington city, District of Columbia","16,251","±1,981",10.90%,±1.3
"('15.0 to 19.9 percent',)","Wichita city, Kansas","6,891","±1,320",12.60%,±2.4
"('20.0 to 24.9 percent',)","Albuquerque city, New Mexico","9,882","±1,884",11.50%,±2.2
"('20.0 to 24.9 percent',)","Anaheim city, California","6,246","±1,339",12.50%,±2.6
"('20.0 to 24.9 percent',)","Anchorage municipality, Alaska","5,905","±1,259",14.30%,±2.9
"('20.0 to 24.9 percent',)","Arlington city, Texas","6,366","±1,746",12.20%,±3.0
"('20.0 to 24.9 percent',)","Atlanta city, Georgia","10,128","±2,022",11.10%,±2.1
"('20.0 to 24.9 percent',)","Aurora city, Colorado","3,817","±1,094",7.70%,±2.2
"('20.0 to 24.9 percent',)","Austin city, Texas","27,073","±2,664",14.90%,±1.4
"('20.0 to 24.9 percent',)","Bakersfield city, California","4,982","±1,264",10.80%,±2.7
"('20.0 to 24.9 percent',)","Baltimore city, Maryland","11,361","±1,370",9.80%,±1.2
"('20.0 to 24.9 percent',)","Boston city, Massachusetts","17,307","±1,829",11.00%,±1.2
"('20.0 to 24.9 percent',)","Charlotte city, North Carolina","13,761","±2,020",11.30%,±1.6
"('20.0 to 24.9 percent',)","Chicago city, Illinois","66,268","±4,588",12.40%,±0.8
"('20.0 to 24.9 percent',)","Cincinnati city, Ohio","6,840","±1,555",10.20%,±2.3
"('20.0 to 24.9 percent',)","Cleveland city, Ohio","8,323","±1,556",9.90%,±1.8
"('20.0 to 24.9 percent',)","Colorado Springs city, Colorado","10,601","±1,869",15.40%,±2.7
"('20.0 to 24.9 percent',)","Columbus city, Ohio","22,009","±2,376",13.30%,±1.4
"('20.0 to 24.9 percent',)","Corpus Christi city, Texas","5,787","±1,554",12.50%,±3.2
"('20.0 to 24.9 percent',)","Dallas city, Texas","33,983","±3,475",14.00%,±1.4
"('20.0 to 24.9 percent',)","Denver city, Colorado","18,689","±2,661",14.30%,±1.9
"('20.0 to 24.9 percent',)","Detroit city, Michigan","6,827","±1,266",6.40%,±1.1
"('20.0 to 24.9 percent',)","Durham city, North Carolina","4,768","±1,362",10.30%,±2.9
"('20.0 to 24.9 percent',)","El Paso city, Texas","11,425","±2,150",13.30%,±2.5
"('20.0 to 24.9 percent',)","Fort Worth city, Texas","14,763","±2,908",14.20%,±2.7
"('20.0 to 24.9 percent',)","Fresno city, California","9,228","±1,762",12.00%,±2.1
"('20.0 to 24.9 percent',)","Greensboro city, North Carolina","6,320","±1,366",13.80%,±2.7
"('20.0 to 24.9 percent',)","Henderson city, Nevada","4,971","±1,236",14.10%,±3.7
"('20.0 to 24.9 percent',)","Houston city, Texas","52,006","±4,782",12.90%,±1.2
"('20.0 to 24.9 percent',)","Indianapolis city (balance), Indiana","17,931","±2,412",13.00%,±1.7
"('20.0 to 24.9 percent',)","Irvine city, California","4,170","±1,267",12.60%,±3.8
"('20.0 to 24.9 percent',)","Jacksonville city, Florida","13,829","±2,376",12.80%,±2.0
"('20.0 to 24.9 percent',)","Jersey City city, New Jersey","9,565","±1,602",15.00%,±2.5
"('20.0 to 24.9 percent',)","Kansas City city, Missouri","8,341","±1,464",10.50%,±1.8
"('20.0 to 24.9 percent',)","Las Vegas city, Nevada","9,233","±1,733",9.80%,±1.9
"('20.0 to 24.9 percent',)","Lincoln city, Nebraska","6,226","±1,406",14.60%,±3.3
"('20.0 to 24.9 percent',)","Long Beach city, California","11,514","±1,745",12.50%,±1.8
"('20.0 to 24.9 percent',)","Los Angeles city, California","82,628","±4,334",10.60%,±0.5
"('20.0 to 24.9 percent',)","Memphis city, Tennessee","13,416","±2,125",11.60%,±1.7
"('20.0 to 24.9 percent',)","Mesa city, Arizona","8,015","±1,613",12.70%,±2.4
"('20.0 to 24.9 percent',)","Miami city, Florida","8,477","±1,569",8.60%,±1.6
"('20.0 to 24.9 percent',)","Milwaukee city, Wisconsin","14,012","±1,737",11.10%,±1.4
"('20.0 to 24.9 percent',)","Minneapolis city, Minnesota","8,784","±1,395",10.90%,±1.8
"('20.0 to 24.9 percent',)","New Orleans city, Louisiana","8,215","±1,218",11.20%,±1.6
"('20.0 to 24.9 percent',)","New York city, New York","218,923","±7,907",11.10%,±0.4
"('20.0 to 24.9 percent',)","Newark city, New Jersey","7,139","±1,348",10.60%,±2.0
"('20.0 to 24.9 percent',)","Oakland city, California","11,017","±1,625",12.30%,±1.6
"('20.0 to 24.9 percent',)","Oklahoma City city, Oklahoma","9,609","±1,584",10.90%,±1.8
"('20.0 to 24.9 percent',)","Omaha city, Nebraska","9,927","±1,940",15.20%,±2.8
"('20.0 to 24.9 percent',)","Orlando city, Florida","5,919","±1,415",10.30%,±2.4
"('20.0 to 24.9 percent',)","Philadelphia city, Pennsylvania","27,797","±2,736",11.40%,±1.1
"('20.0 to 24.9 percent',)","Phoenix city, Arizona","29,981","±3,146",14.00%,±1.3
"('20.0 to 24.9 percent',)","Pittsburgh city, Pennsylvania","8,692","±1,430",13.70%,±2.1
"('20.0 to 24.9 percent',)","Plano city, Texas","5,673","±1,434",15.00%,±3.6
"('20.0 to 24.9 percent',)","Portland city, Oregon","14,098","±2,032",12.10%,±1.7
"('20.0 to 24.9 percent',)","Raleigh city, North Carolina","8,327","±1,695",12.20%,±2.3
"('20.0 to 24.9 percent',)","Riverside city, California","5,188","±1,207",14.60%,±3.4
"('20.0 to 24.9 percent',)","Sacramento city, California","9,446","±1,548",11.20%,±1.7
"('20.0 to 24.9 percent',)","San Antonio city, Texas","25,365","±2,985",12.70%,±1.4
"('20.0 to 24.9 percent',)","San Diego city, California","29,769","±2,898",12.80%,±1.2
"('20.0 to 24.9 percent',)","San Francisco city, California","29,411","±2,822",14.10%,±1.3
"('20.0 to 24.9 percent',)","San Jose city, California","17,550","±2,180",13.60%,±1.7
"('20.0 to 24.9 percent',)","Santa Ana city, California","4,232",±989,11.70%,±2.6
"('20.0 to 24.9 percent',)","Seattle city, Washington","21,047","±2,841",14.40%,±1.9
"('20.0 to 24.9 percent',)","St. Louis city, Missouri","8,532","±1,586",12.10%,±2.2
"('20.0 to 24.9 percent',)","St. Paul city, Minnesota","6,769","±1,263",12.20%,±2.1
"('20.0 to 24.9 percent',)","Stockton city, California","5,503","±1,124",13.10%,±2.6
"('20.0 to 24.9 percent',)","Tampa city, Florida","6,414","±1,317",9.90%,±2.0
"('20.0 to 24.9 percent',)","Tucson city, Arizona","10,515","±1,851",11.20%,±2.0
"('20.0 to 24.9 percent',)","Tulsa city, Oklahoma","8,618","±1,362",12.70%,±2.0
"('20.0 to 24.9 percent',)","Virginia Beach city, Virginia","7,984","±1,779",14.80%,±3.2
"('20.0 to 24.9 percent',)","Washington city, District of Columbia","20,056","±2,462",13.50%,±1.7
"('20.0 to 24.9 percent',)","Wichita city, Kansas","7,339","±1,171",13.40%,±2.1
"('25.0 to 29.9 percent',)","Albuquerque city, New Mexico","10,652","±2,346",12.40%,±2.5
"('25.0 to 29.9 percent',)","Anaheim city, California","5,589","±1,161",11.20%,±2.3
"('25.0 to 29.9 percent',)","Anchorage municipality, Alaska","5,844","±1,254",14.20%,±2.8
"('25.0 to 29.9 percent',)","Arlington city, Texas","5,800","±1,416",11.10%,±2.7
"('25.0 to 29.9 percent',)","Atlanta city, Georgia","9,649","±1,808",10.50%,±2.0
"('25.0 to 29.9 percent',)","Aurora city, Colorado","7,748","±1,816",15.60%,±3.6
"('25.0 to 29.9 percent',)","Austin city, Texas","21,935","±2,920",12.10%,±1.6
"('25.0 to 29.9 percent',)","Bakersfield city, California","5,710","±1,238",12.40%,±2.6
"('25.0 to 29.9 percent',)","Baltimore city, Maryland","16,164","±2,018",14.00%,±1.7
"('25.0 to 29.9 percent',)","Boston city, Massachusetts","20,804","±2,172",13.30%,±1.4
"('25.0 to 29.9 percent',)","Charlotte city, North Carolina","12,059","±2,228",9.90%,±1.8
"('25.0 to 29.9 percent',)","Chicago city, Illinois","59,250","±4,491",11.10%,±0.8
"('25.0 to 29.9 percent',)","Cincinnati city, Ohio","7,091","±1,583",10.60%,±2.3
"('25.0 to 29.9 percent',)","Cleveland city, Ohio","9,745","±1,532",11.60%,±1.8
"('25.0 to 29.9 percent',)","Colorado Springs city, Colorado","8,361","±1,640",12.20%,±2.3
"('25.0 to 29.9 percent',)","Columbus city, Ohio","19,836","±2,374",12.00%,±1.4
"('25.0 to 29.9 percent',)","Corpus Christi city, Texas","5,232","±1,502",11.30%,±3.3
"('25.0 to 29.9 percent',)","Dallas city, Texas","28,341","±2,804",11.70%,±1.2
"('25.0 to 29.9 percent',)","Denver city, Colorado","18,016","±2,071",13.80%,±1.5
"('25.0 to 29.9 percent',)","Detroit city, Michigan","8,777","±1,362",8.20%,±1.3
"('25.0 to 29.9 percent',)","Durham city, North Carolina","5,276","±1,429",11.40%,±2.9
"('25.0 to 29.9 percent',)","El Paso city, Texas","9,787","±1,484",11.40%,±1.9
"('25.0 to 29.9 percent',)","Fort Worth city, Texas","10,976","±1,840",10.60%,±1.7
"('25.0 to 29.9 percent',)","Fresno city, California","8,008","±1,321",10.40%,±1.7
"('25.0 to 29.9 percent',)","Greensboro city, North Carolina","5,263","±1,236",11.50%,±2.6
"('25.0 to 29.9 percent',)","Henderson city, Nevada","4,099","±1,381",11.60%,±3.6
"('25.0 to 29.9 percent',)","Houston city, Texas","43,585","±4,027",10.80%,±1.0
"('25.0 to 29.9 percent',)","Indianapolis city (balance), Indiana","15,768","±2,090",11.40%,±1.4
"('25.0 to 29.9 percent',)","Irvine city, California","4,178","±1,345",12.70%,±3.8
"('25.0 to 29.9 percent',)","Jacksonville city, Florida","14,618","±2,402",13.50%,±2.2
"('25.0 to 29.9 percent',)","Jersey City city, New Jersey","6,368","±1,357",10.00%,±2.0
"('25.0 to 29.9 percent',)","Kansas City city, Missouri","8,680","±1,507",10.90%,±1.8
"('25.0 to 29.9 percent',)","Las Vegas city, Nevada","12,336","±2,244",13.10%,±2.4
"('25.0 to 29.9 percent',)","Lincoln city, Nebraska","5,495","±1,249",12.90%,±2.9
"('25.0 to 29.9 percent',)","Long Beach city, California","8,766","±1,505",9.50%,±1.6
"('25.0 to 29.9 percent',)","Los Angeles city, California","85,906","±4,754",11.00%,±0.6
"('25.0 to 29.9 percent',)","Memphis city, Tennessee","12,020","±1,637",10.40%,±1.4
"('25.0 to 29.9 percent',)","Mesa city, Arizona","6,269","±1,438",9.90%,±2.3
"('25.0 to 29.9 percent',)","Miami city, Florida","11,034","±2,067",11.20%,±2.1
"('25.0 to 29.9 percent',)","Milwaukee city, Wisconsin","14,918","±1,806",11.80%,±1.4
"('25.0 to 29.9 percent',)","Minneapolis city, Minnesota","13,099","±1,867",16.30%,±2.1
"('25.0 to 29.9 percent',)","New Orleans city, Louisiana","6,506",±992,8.90%,±1.3
"('25.0 to 29.9 percent',)","New York city, New York","218,524","±8,349",11.10%,±0.4
"('25.0 to 29.9 percent',)","Newark city, New Jersey","6,774","±1,193",10.10%,±1.7
"('25.0 to 29.9 percent',)","Oakland city, California","12,014","±1,893",13.40%,±2.0
"('25.0 to 29.9 percent',)","Oklahoma City city, Oklahoma","10,500","±1,786",11.90%,±1.8
"('25.0 to 29.9 percent',)","Omaha city, Nebraska","5,948","±1,023",9.10%,±1.4
"('25.0 to 29.9 percent',)","Orlando city, Florida","7,478","±1,519",13.00%,±2.6
"('25.0 to 29.9 percent',)","Philadelphia city, Pennsylvania","30,134","±3,166",12.40%,±1.2
"('25.0 to 29.9 percent',)","Phoenix city, Arizona","26,450","±3,092",12.40%,±1.5
"('25.0 to 29.9 percent',)","Pittsburgh city, Pennsylvania","6,732","±1,268",10.60%,±1.9
"('25.0 to 29.9 percent',)","Plano city, Texas","5,071","±1,500",13.40%,±3.7
"('25.0 to 29.9 percent',)","Portland city, Oregon","14,755","±2,072",12.70%,±1.7
"('25.0 to 29.9 percent',)","Raleigh city, North Carolina","8,227","±1,931",12.00%,±2.9
"('25.0 to 29.9 percent',)","Riverside city, California","3,178",±970,8.90%,±2.7
"('25.0 to 29.9 percent',)","Sacramento city, California","8,796","±1,598",10.40%,±1.9
"('25.0 to 29.9 percent',)","San Antonio city, Texas","23,622","±2,863",11.80%,±1.4
"('25.0 to 29.9 percent',)","San Diego city, California","26,236","±2,676",11.30%,±1.1
"('25.0 to 29.9 percent',)","San Francisco city, California","25,763","±3,012",12.40%,±1.3
"('25.0 to 29.9 percent',)","San Jose city, California","18,873","±2,304",14.60%,±1.8
"('25.0 to 29.9 percent',)","Santa Ana city, California","4,141","±1,104",11.40%,±2.9
"('25.0 to 29.9 percent',)","Seattle city, Washington","17,326","±1,870",11.90%,±1.3
"('25.0 to 29.9 percent',)","St. Louis city, Missouri","7,464","±1,195",10.60%,±1.7
