Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$3,000 or more',)","Corpus Christi city, Texas",209,±106,0.40%,±0.2
"('$3,000 or more',)","Dallas city, Texas","4,245",±439,1.40%,±0.1
"('$3,000 or more',)","Denver city, Colorado","2,633",±414,1.90%,±0.3
"('$3,000 or more',)","Detroit city, Michigan",130,±71,0.10%,±0.1
"('$3,000 or more',)","Durham city, North Carolina",441,±158,0.80%,±0.3
"('$3,000 or more',)","El Paso city, Texas",213,±95,0.20%,±0.1
"('$3,000 or more',)","Fort Worth city, Texas","1,243",±308,1.00%,±0.2
"('$3,000 or more',)","Fresno city, California",723,±231,0.80%,±0.3
"('$3,000 or more',)","Greensboro city, North Carolina",287,±105,0.50%,±0.2
"('$3,000 or more',)","Henderson city, Nevada",513,±197,1.20%,±0.5
"('$3,000 or more',)","Houston city, Texas","7,228",±782,1.50%,±0.2
"('$3,000 or more',)","Indianapolis city (balance), Indiana",532,±186,0.30%,±0.1
"('$3,000 or more',)","Irvine city, California","11,223",±971,21.60%,±1.9
"('$3,000 or more',)","Jacksonville city, Florida",623,±210,0.40%,±0.1
"('$3,000 or more',)","Jersey City city, New Jersey","8,325",±616,11.60%,±0.8
"('$3,000 or more',)","Kansas City city, Missouri",419,±153,0.50%,±0.2
"('$3,000 or more',)","Las Vegas city, Nevada",759,±238,0.70%,±0.2
"('$3,000 or more',)","Lexington-Fayette urban county, Kentucky",196,±122,0.30%,±0.2
"('$3,000 or more',)","Lincoln city, Nebraska",532,±182,1.10%,±0.4
"('$3,000 or more',)","Long Beach city, California","2,837",±503,2.90%,±0.5
"('$3,000 or more',)","Los Angeles city, California","61,685","±1,835",7.10%,±0.2
"('$3,000 or more',)","Memphis city, Tennessee",269,±117,0.20%,±0.1
"('$3,000 or more',)","Mesa city, Arizona",522,±208,0.80%,±0.3
"('$3,000 or more',)","Miami city, Florida","4,873","±1,015",3.90%,±0.8
"('$3,000 or more',)","Milwaukee city, Wisconsin",352,±180,0.30%,±0.1
"('$3,000 or more',)","Minneapolis city, Minnesota","1,339",±303,1.40%,±0.3
"('$3,000 or more',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,638",±486,1.30%,±0.4
"('$3,000 or more',)","New Orleans city, Louisiana",432,±105,0.60%,±0.1
"('$3,000 or more',)","New York city, New York","190,479","±3,841",9.10%,±0.2
"('$3,000 or more',)","Newark city, New Jersey",300,±147,0.40%,±0.2
"('$3,000 or more',)","Oakland city, California","8,177",±641,8.80%,±0.7
"('$3,000 or more',)","Oklahoma City city, Oklahoma",351,±123,0.40%,±0.1
"('$3,000 or more',)","Omaha city, Nebraska",548,±155,0.70%,±0.2
"('$3,000 or more',)","Orlando city, Florida",481,±208,0.70%,±0.3
"('$3,000 or more',)","Philadelphia city, Pennsylvania","4,002",±439,1.40%,±0.2
"('$3,000 or more',)","Phoenix city, Arizona","1,378",±333,0.50%,±0.1
"('$3,000 or more',)","Pittsburgh city, Pennsylvania",527,±170,0.70%,±0.2
"('$3,000 or more',)","Plano city, Texas",889,±263,2.10%,±0.6
"('$3,000 or more',)","Portland city, Oregon","2,290",±502,1.80%,±0.4
"('$3,000 or more',)","Raleigh city, North Carolina",709,±185,0.80%,±0.2
"('$3,000 or more',)","Riverside city, California",592,±160,1.50%,±0.4
"('$3,000 or more',)","Sacramento city, California",691,±237,0.80%,±0.3
"('$3,000 or more',)","San Antonio city, Texas","1,416",±380,0.60%,±0.2
"('$3,000 or more',)","San Diego city, California","20,373","±1,386",7.70%,±0.5
"('$3,000 or more',)","San Francisco city, California","55,293","±1,718",25.20%,±0.8
"('$3,000 or more',)","San Jose city, California","29,682","±1,176",21.60%,±0.8
"('$3,000 or more',)","Santa Ana city, California","1,063",±248,2.50%,±0.6
"('$3,000 or more',)","Seattle city, Washington","14,357","±1,053",7.70%,±0.6
"('$3,000 or more',)","St. Louis city, Missouri",91,±51,0.10%,±0.1
"('$3,000 or more',)","St. Paul city, Minnesota",311,±116,0.60%,±0.2
"('$3,000 or more',)","Stockton city, California",529,±155,1.10%,±0.3
"('$3,000 or more',)","Tampa city, Florida","1,258",±270,1.60%,±0.4
"('$3,000 or more',)","Tucson city, Arizona",562,±193,0.60%,±0.2
"('$3,000 or more',)","Tulsa city, Oklahoma",446,±122,0.60%,±0.2
"('$3,000 or more',)","Virginia Beach city, Virginia",768,±203,1.30%,±0.3
"('$3,000 or more',)","Washington city, District of Columbia","16,570","±1,164",10.30%,±0.7
"('$3,000 or more',)","Wichita city, Kansas",288,±109,0.50%,±0.2
"('Median (dollars)',)","Albuquerque city, New Mexico",889,±12,(X),(X)
"('Median (dollars)',)","Anaheim city, California","1,743",±16,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","1,310",±30,(X),(X)
"('Median (dollars)',)","Arlington city, Texas","1,089",±15,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","1,227",±18,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","1,401",±15,(X),(X)
"('Median (dollars)',)","Austin city, Texas","1,346",±9,(X),(X)
"('Median (dollars)',)","Bakersfield city, California","1,124",±22,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","1,094",±13,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","1,685",±20,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","1,185",±9,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","1,154",±6,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio",760,±12,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",735,±8,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","1,196",±14,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio",989,±9,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","1,055",±19,(X),(X)
"('Median (dollars)',)","Dallas city, Texas","1,111",±7,(X),(X)
"('Median (dollars)',)","Denver city, Colorado","1,397",±15,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan",850,±8,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","1,098",±15,(X),(X)
"('Median (dollars)',)","El Paso city, Texas",857,±12,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","1,115",±13,(X),(X)
"('Median (dollars)',)","Fresno city, California","1,041",±13,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina",893,±13,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","1,360",±19,(X),(X)
"('Median (dollars)',)","Houston city, Texas","1,086",±7,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana",911,±9,(X),(X)
"('Median (dollars)',)","Irvine city, California","2,425",±31,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","1,089",±10,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","1,485",±26,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri",979,±13,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","1,153",±10,(X),(X)
"('Median (dollars)',)","Lexington-Fayette urban county, Kentucky",920,±15,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska",871,±11,(X),(X)
"('Median (dollars)',)","Long Beach city, California","1,391",±10,(X),(X)
"('Median (dollars)',)","Los Angeles city, California","1,523",±9,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee",915,±10,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","1,105",±11,(X),(X)
"('Median (dollars)',)","Miami city, Florida","1,242",±18,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin",866,±6,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","1,078",±17,(X),(X)
"('Median (dollars)',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,170",±13,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","1,025",±17,(X),(X)
"('Median (dollars)',)","New York city, New York","1,489",±5,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","1,116",±14,(X),(X)
"('Median (dollars)',)","Oakland city, California","1,539",±25,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma",884,±10,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska",948,±9,(X),(X)
"('Median (dollars)',)","Orlando city, Florida","1,253",±19,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","1,084",±9,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","1,100",±8,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania",984,±13,(X),(X)
"('Median (dollars)',)","Plano city, Texas","1,447",±21,(X),(X)
"('Median (dollars)',)","Portland city, Oregon","1,325",±15,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","1,175",±12,(X),(X)
"('Median (dollars)',)","Riverside city, California","1,466",±23,(X),(X)
"('Median (dollars)',)","Sacramento city, California","1,328",±18,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","1,025",±10,(X),(X)
"('Median (dollars)',)","San Diego city, California","1,770",±11,(X),(X)
"('Median (dollars)',)","San Francisco city, California","2,010",±32,(X),(X)
"('Median (dollars)',)","San Jose city, California","2,232",±21,(X),(X)
"('Median (dollars)',)","Santa Ana city, California","1,626",±24,(X),(X)
"('Median (dollars)',)","Seattle city, Washington","1,702",±14,(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri",840,±11,(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","1,013",±20,(X),(X)
"('Median (dollars)',)","Stockton city, California","1,183",±18,(X),(X)
"('Median (dollars)',)","Tampa city, Florida","1,178",±13,(X),(X)
"('Median (dollars)',)","Tucson city, Arizona",861,±10,(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma",839,±9,(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","1,380",±18,(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","1,607",±24,(X),(X)
"('Median (dollars)',)","Wichita city, Kansas",821,±11,(X),(X)
"('No rent paid',)","Albuquerque city, New Mexico","3,150",±487,(X),(X)
"('No rent paid',)","Anaheim city, California",938,±268,(X),(X)
"('No rent paid',)","Anchorage municipality, Alaska","1,326",±342,(X),(X)
"('No rent paid',)","Arlington city, Texas","1,399",±297,(X),(X)
"('No rent paid',)","Atlanta city, Georgia","2,524",±387,(X),(X)
"('No rent paid',)","Aurora city, Colorado",825,±197,(X),(X)
"('No rent paid',)","Austin city, Texas","3,352",±450,(X),(X)
"('No rent paid',)","Bakersfield city, California","1,330",±497,(X),(X)
"('No rent paid',)","Baltimore city, Maryland","3,481",±603,(X),(X)
"('No rent paid',)","Boston city, Massachusetts","3,407",±347,(X),(X)
"('No rent paid',)","Charlotte city, North Carolina","3,058",±483,(X),(X)
"('No rent paid',)","Chicago city, Illinois","15,180","±1,003",(X),(X)
"('No rent paid',)","Cincinnati city, Ohio","2,448",±471,(X),(X)
"('No rent paid',)","Cleveland city, Ohio","5,112",±576,(X),(X)
"('No rent paid',)","Colorado Springs city, Colorado","1,339",±274,(X),(X)
"('No rent paid',)","Columbus city, Ohio","3,691",±494,(X),(X)
"('No rent paid',)","Corpus Christi city, Texas","1,420",±376,(X),(X)
"('No rent paid',)","Dallas city, Texas","6,522",±659,(X),(X)
"('No rent paid',)","Denver city, Colorado","2,556",±363,(X),(X)
"('No rent paid',)","Detroit city, Michigan","8,619",±648,(X),(X)
"('No rent paid',)","Durham city, North Carolina",808,±210,(X),(X)
"('No rent paid',)","El Paso city, Texas","3,966",±524,(X),(X)
"('No rent paid',)","Fort Worth city, Texas","3,560",±537,(X),(X)
"('No rent paid',)","Fresno city, California","2,255",±376,(X),(X)
"('No rent paid',)","Greensboro city, North Carolina","1,714",±455,(X),(X)
"('No rent paid',)","Henderson city, Nevada","1,289",±285,(X),(X)
"('No rent paid',)","Houston city, Texas","13,281","±1,035",(X),(X)
"('No rent paid',)","Indianapolis city (balance), Indiana","3,837",±480,(X),(X)
"('No rent paid',)","Irvine city, California",993,±273,(X),(X)
"('No rent paid',)","Jacksonville city, Florida","5,487",±941,(X),(X)
"('No rent paid',)","Jersey City city, New Jersey","1,119",±273,(X),(X)
"('No rent paid',)","Kansas City city, Missouri","3,425",±483,(X),(X)
"('No rent paid',)","Las Vegas city, Nevada","2,787",±381,(X),(X)
"('No rent paid',)","Lexington-Fayette urban county, Kentucky","2,097",±350,(X),(X)
"('No rent paid',)","Lincoln city, Nebraska","1,321",±293,(X),(X)
"('No rent paid',)","Long Beach city, California","1,526",±306,(X),(X)
"('No rent paid',)","Los Angeles city, California","18,299","±1,152",(X),(X)
"('No rent paid',)","Memphis city, Tennessee","5,076",±656,(X),(X)
"('No rent paid',)","Mesa city, Arizona","2,239",±368,(X),(X)
"('No rent paid',)","Miami city, Florida","2,317",±425,(X),(X)
"('No rent paid',)","Milwaukee city, Wisconsin","3,082",±358,(X),(X)
"('No rent paid',)","Minneapolis city, Minnesota","1,460",±259,(X),(X)
"('No rent paid',)","Nashville-Davidson metropolitan government (balance), Tennessee","4,389",±859,(X),(X)
"('No rent paid',)","New Orleans city, Louisiana","4,166",±535,(X),(X)
"('No rent paid',)","New York city, New York","56,921","±2,180",(X),(X)
"('No rent paid',)","Newark city, New Jersey","1,073",±242,(X),(X)
"('No rent paid',)","Oakland city, California","2,242",±330,(X),(X)
"('No rent paid',)","Oklahoma City city, Oklahoma","4,638",±627,(X),(X)
"('No rent paid',)","Omaha city, Nebraska","1,772",±250,(X),(X)
"('No rent paid',)","Orlando city, Florida",906,±249,(X),(X)
"('No rent paid',)","Philadelphia city, Pennsylvania","11,477","±1,167",(X),(X)
"('No rent paid',)","Phoenix city, Arizona","7,095",±791,(X),(X)
"('No rent paid',)","Pittsburgh city, Pennsylvania","2,621",±653,(X),(X)
"('No rent paid',)","Plano city, Texas",923,±248,(X),(X)
"('No rent paid',)","Portland city, Oregon","3,366",±608,(X),(X)
"('No rent paid',)","Raleigh city, North Carolina","1,445",±336,(X),(X)
"('No rent paid',)","Riverside city, California","1,076",±246,(X),(X)
"('No rent paid',)","Sacramento city, California","2,595",±503,(X),(X)
"('No rent paid',)","San Antonio city, Texas","9,870",±802,(X),(X)
"('No rent paid',)","San Diego city, California","5,492",±602,(X),(X)
"('No rent paid',)","San Francisco city, California","5,195",±546,(X),(X)
"('No rent paid',)","San Jose city, California","3,392",±464,(X),(X)
"('No rent paid',)","Santa Ana city, California",714,±183,(X),(X)
"('No rent paid',)","Seattle city, Washington","4,029",±598,(X),(X)
"('No rent paid',)","St. Louis city, Missouri","2,495",±427,(X),(X)
"('No rent paid',)","St. Paul city, Minnesota","1,096",±208,(X),(X)
"('No rent paid',)","Stockton city, California","1,146",±223,(X),(X)
"('No rent paid',)","Tampa city, Florida","2,295",±412,(X),(X)
"('No rent paid',)","Tucson city, Arizona","3,484",±484,(X),(X)
"('No rent paid',)","Tulsa city, Oklahoma","3,467",±725,(X),(X)
"('No rent paid',)","Virginia Beach city, Virginia","1,611",±265,(X),(X)
"('No rent paid',)","Washington city, District of Columbia","4,091",±525,(X),(X)
"('No rent paid',)","Wichita city, Kansas","2,320",±361,(X),(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Albuquerque city, New Mexico","85,977","±2,051","85,977",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anaheim city, California","54,672","±1,320","54,672",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anchorage municipality, Alaska","38,874","±1,348","38,874",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Arlington city, Texas","57,160","±2,185","57,160",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Atlanta city, Georgia","112,918","±2,444","112,918",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Aurora city, Colorado","49,291","±1,239","49,291",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Austin city, Texas","207,849","±2,851","207,849",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Bakersfield city, California","45,544","±1,402","45,544",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Baltimore city, Maryland","119,419","±2,245","119,419",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Boston city, Massachusetts","167,719","±2,095","167,719",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Charlotte city, North Carolina","153,457","±2,565","153,457",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Chicago city, Illinois","557,433","±5,043","557,433",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cincinnati city, Ohio","79,658","±1,740","79,658",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cleveland city, Ohio","91,219","±1,643","91,219",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Colorado Springs city, Colorado","71,478","±1,518","71,478",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Columbus city, Ohio","192,223","±3,179","192,223",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Corpus Christi city, Texas","48,476","±1,611","48,476",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Dallas city, Texas","292,071","±3,130","292,071",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Denver city, Colorado","137,601","±2,477","137,601",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Detroit city, Michigan","126,016","±2,329","126,016",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Durham city, North Carolina","53,335","±1,639","53,335",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","El Paso city, Texas","86,463","±2,186","86,463",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fort Worth city, Texas","126,036","±2,771","126,036",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fresno city, California","86,093","±2,057","86,093",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Greensboro city, North Carolina","56,487","±1,672","56,487",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Henderson city, Nevada","40,663","±1,633","40,663",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Houston city, Texas","472,298","±4,804","472,298",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Indianapolis city (balance), Indiana","147,895","±2,664","147,895",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Irvine city, California","48,982","±1,677","48,982",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Jacksonville city, Florida","142,159","±2,644","142,159",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Jersey City city, New Jersey","70,608","±1,419","70,608",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Kansas City city, Missouri","89,558","±1,986","89,558",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Las Vegas city, Nevada","104,121","±1,736","104,121",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Lexington-Fayette urban county, Kentucky","56,199","±1,330","56,199",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Lincoln city, Nebraska","48,654","±1,080","48,654",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Long Beach city, California","95,788","±1,508","95,788",(X)
