Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Less than $500',)","Memphis city, Tennessee","11,524","±1,873",8.90%,±1.3
"('Less than $500',)","Mesa city, Arizona","1,893",±759,2.60%,±1.0
"('Less than $500',)","Miami city, Florida","12,768","±1,633",10.30%,±1.3
"('Less than $500',)","Milwaukee city, Wisconsin","11,752","±1,625",9.00%,±1.2
"('Less than $500',)","Minneapolis city, Minnesota","11,741","±1,809",13.00%,±1.9
"('Less than $500',)","New Orleans city, Louisiana","9,728","±1,255",12.90%,±1.7
"('Less than $500',)","New York city, New York","222,404","±8,334",10.70%,±0.4
"('Less than $500',)","Newark city, New Jersey","11,401","±1,687",14.60%,±2.1
"('Less than $500',)","Oakland city, California","7,593","±1,396",8.00%,±1.4
"('Less than $500',)","Oklahoma City city, Oklahoma","5,704","±1,180",5.90%,±1.2
"('Less than $500',)","Omaha city, Nebraska","5,804","±1,297",7.70%,±1.7
"('Less than $500',)","Orlando city, Florida","3,024",±987,4.20%,±1.3
"('Less than $500',)","Philadelphia city, Pennsylvania","30,301","±2,882",11.10%,±1.0
"('Less than $500',)","Phoenix city, Arizona","11,891","±1,652",4.60%,±0.6
"('Less than $500',)","Pittsburgh city, Pennsylvania","10,629","±1,488",14.50%,±2.0
"('Less than $500',)","Plano city, Texas",N,N,N,N
"('Less than $500',)","Portland city, Oregon","7,892","±1,578",6.20%,±1.2
"('Less than $500',)","Raleigh city, North Carolina","3,806","±1,361",4.20%,±1.5
"('Less than $500',)","Riverside city, California","1,138",±527,2.90%,±1.4
"('Less than $500',)","Sacramento city, California","6,532","±1,083",7.20%,±1.2
"('Less than $500',)","San Antonio city, Texas","16,544","±1,966",7.40%,±0.9
"('Less than $500',)","San Diego city, California","7,840","±1,479",2.90%,±0.5
"('Less than $500',)","San Francisco city, California","19,908","±2,306",8.90%,±1.1
"('Less than $500',)","San Jose city, California","6,109","±1,263",4.30%,±0.9
"('Less than $500',)","Santa Ana city, California","1,650",±579,3.80%,±1.4
"('Less than $500',)","Seattle city, Washington","11,351","±2,189",6.20%,±1.2
"('Less than $500',)","St. Louis city, Missouri","8,926","±1,352",11.20%,±1.7
"('Less than $500',)","St. Paul city, Minnesota","7,116","±1,252",12.30%,±2.0
"('Less than $500',)","Stockton city, California","3,636",±878,7.00%,±1.6
"('Less than $500',)","Tampa city, Florida","6,634","±1,370",8.60%,±1.7
"('Less than $500',)","Tucson city, Arizona","8,446","±1,612",8.30%,±1.5
"('Less than $500',)","Tulsa city, Oklahoma","8,505",±837,11.00%,±1.1
"('Less than $500',)","Virginia Beach city, Virginia","2,475",±951,4.20%,±1.6
"('Less than $500',)","Washington city, District of Columbia","15,828","±2,171",9.70%,±1.3
"('Less than $500',)","Wichita city, Kansas","7,132","±1,267",11.80%,±2.0
"('$500 to $999',)","Albuquerque city, New Mexico","50,197","±3,237",54.40%,±2.8
"('$500 to $999',)","Anaheim city, California","2,417",±848,4.70%,±1.7
"('$500 to $999',)","Anchorage municipality, Alaska","9,870","±1,891",27.30%,±4.6
"('$500 to $999',)","Arlington city, Texas","21,470","±2,896",35.50%,±3.6
"('$500 to $999',)","Atlanta city, Georgia","27,090","±2,819",23.90%,±2.2
"('$500 to $999',)","Aurora city, Colorado","8,294","±1,649",15.60%,±3.0
"('$500 to $999',)","Austin city, Texas","37,116","±3,171",17.50%,±1.4
"('$500 to $999',)","Bakersfield city, California","19,013","±2,467",39.20%,±4.5
"('$500 to $999',)","Baltimore city, Maryland","31,545","±2,940",26.00%,±2.3
"('$500 to $999',)","Boston city, Massachusetts","19,517","±2,692",11.10%,±1.5
"('$500 to $999',)","Charlotte city, North Carolina","44,692","±3,552",28.50%,±2.3
"('$500 to $999',)","Chicago city, Illinois","187,119","±6,611",32.80%,±1.0
"('$500 to $999',)","Cincinnati city, Ohio","48,133","±3,181",57.00%,±3.1
"('$500 to $999',)","Cleveland city, Ohio","58,917","±3,477",59.50%,±2.8
"('$500 to $999',)","Colorado Springs city, Colorado","22,861","±1,966",32.90%,±2.8
"('$500 to $999',)","Columbus city, Ohio","98,187","±4,662",50.30%,±1.8
"('$500 to $999',)","Corpus Christi city, Texas","19,393","±2,387",39.30%,±4.1
"('$500 to $999',)","Dallas city, Texas","127,052","±5,571",41.60%,±1.5
"('$500 to $999',)","Denver city, Colorado","23,254","±2,611",15.00%,±1.6
"('$500 to $999',)","Detroit city, Michigan","70,553","±3,779",53.00%,±2.3
"('$500 to $999',)","Durham city, North Carolina","21,409","±2,422",39.20%,±4.1
"('$500 to $999',)","El Paso city, Texas","49,555","±3,832",55.00%,±3.2
"('$500 to $999',)","Fort Worth city, Texas","50,116","±3,648",38.20%,±2.4
"('$500 to $999',)","Fresno city, California","37,349","±2,712",40.30%,±2.8
"('$500 to $999',)","Greensboro city, North Carolina","36,558","±3,230",61.00%,±3.9
"('$500 to $999',)","Henderson city, Nevada","8,026","±1,413",18.90%,±3.3
"('$500 to $999',)","Houston city, Texas","207,648","±7,345",43.20%,±1.3
"('$500 to $999',)","Indianapolis city (balance), Indiana","91,856","±4,895",58.70%,±2.6
"('$500 to $999',)","Irvine city, California",N,N,N,N
"('$500 to $999',)","Jacksonville city, Florida","54,820","±4,104",35.30%,±2.4
"('$500 to $999',)","Jersey City city, New Jersey","11,595","±2,170",16.30%,±2.8
"('$500 to $999',)","Kansas City city, Missouri","42,882","±3,028",45.80%,±2.4
"('$500 to $999',)","Las Vegas city, Nevada","39,480","±3,106",36.80%,±2.5
"('$500 to $999',)","Lincoln city, Nebraska","27,986","±2,283",58.00%,±3.6
"('$500 to $999',)","Long Beach city, California","14,777","±2,199",14.60%,±2.1
"('$500 to $999',)","Los Angeles city, California","132,031","±5,309",15.30%,±0.6
"('$500 to $999',)","Memphis city, Tennessee","76,423","±4,228",58.90%,±2.2
"('$500 to $999',)","Mesa city, Arizona","29,910","±3,135",41.60%,±3.9
"('$500 to $999',)","Miami city, Florida","32,683","±2,881",26.30%,±2.0
"('$500 to $999',)","Milwaukee city, Wisconsin","81,505","±3,739",62.50%,±2.1
"('$500 to $999',)","Minneapolis city, Minnesota","29,928","±2,575",33.30%,±2.6
"('$500 to $999',)","New Orleans city, Louisiana","28,479","±2,337",37.80%,±2.7
"('$500 to $999',)","New York city, New York","305,309","±10,001",14.70%,±0.5
"('$500 to $999',)","Newark city, New Jersey","21,209","±2,491",27.10%,±2.9
"('$500 to $999',)","Oakland city, California","15,690","±1,900",16.60%,±1.8
"('$500 to $999',)","Oklahoma City city, Oklahoma","57,393","±2,808",59.40%,±2.3
"('$500 to $999',)","Omaha city, Nebraska","39,378","±2,645",52.30%,±3.0
"('$500 to $999',)","Orlando city, Florida","20,085","±2,537",28.10%,±3.0
"('$500 to $999',)","Philadelphia city, Pennsylvania","99,559","±5,833",36.30%,±1.8
"('$500 to $999',)","Phoenix city, Arizona","106,222","±5,371",40.70%,±1.7
"('$500 to $999',)","Pittsburgh city, Pennsylvania","31,982","±2,750",43.70%,±2.9
"('$500 to $999',)","Plano city, Texas",N,N,N,N
"('$500 to $999',)","Portland city, Oregon","25,342","±3,079",20.00%,±2.3
"('$500 to $999',)","Raleigh city, North Carolina","27,916","±2,946",30.60%,±3.0
"('$500 to $999',)","Riverside city, California","5,135","±1,081",13.30%,±2.4
"('$500 to $999',)","Sacramento city, California","20,322","±2,272",22.50%,±2.3
"('$500 to $999',)","San Antonio city, Texas","102,643","±4,946",46.00%,±2.1
"('$500 to $999',)","San Diego city, California","25,698","±2,694",9.60%,±1.0
"('$500 to $999',)","San Francisco city, California","29,532","±3,038",13.30%,±1.4
"('$500 to $999',)","San Jose city, California","10,561","±1,574",7.40%,±1.0
"('$500 to $999',)","Santa Ana city, California","3,091",±882,7.20%,±2.0
"('$500 to $999',)","Seattle city, Washington","14,675","±2,228",8.00%,±1.2
"('$500 to $999',)","St. Louis city, Missouri","46,848","±3,157",58.90%,±3.0
"('$500 to $999',)","St. Paul city, Minnesota","25,829","±2,270",44.60%,±3.0
"('$500 to $999',)","Stockton city, California","17,227","±1,736",33.10%,±2.9
"('$500 to $999',)","Tampa city, Florida","22,763","±2,207",29.50%,±2.9
"('$500 to $999',)","Tucson city, Arizona","60,793","±3,584",59.90%,±2.6
"('$500 to $999',)","Tulsa city, Oklahoma","46,409","±2,198",59.80%,±2.0
"('$500 to $999',)","Virginia Beach city, Virginia","8,416","±1,836",14.10%,±2.8
"('$500 to $999',)","Washington city, District of Columbia","22,447","±2,708",13.70%,±1.6
"('$500 to $999',)","Wichita city, Kansas","41,079","±2,609",67.70%,±2.8
"('$1,000 to $1,499',)","Albuquerque city, New Mexico","28,138","±2,853",30.50%,±2.8
"('$1,000 to $1,499',)","Anaheim city, California","16,010","±2,264",31.10%,±4.0
"('$1,000 to $1,499',)","Anchorage municipality, Alaska","13,150","±2,250",36.40%,±5.8
"('$1,000 to $1,499',)","Arlington city, Texas","27,153","±2,803",44.90%,±3.7
"('$1,000 to $1,499',)","Atlanta city, Georgia","40,742","±3,328",35.90%,±2.4
"('$1,000 to $1,499',)","Aurora city, Colorado","25,159","±2,183",47.30%,±3.4
"('$1,000 to $1,499',)","Austin city, Texas","96,269","±4,725",45.40%,±2.0
"('$1,000 to $1,499',)","Bakersfield city, California","18,019","±2,331",37.20%,±4.0
"('$1,000 to $1,499',)","Baltimore city, Maryland","42,100","±3,375",34.70%,±2.5
"('$1,000 to $1,499',)","Boston city, Massachusetts","28,950","±2,708",16.40%,±1.5
"('$1,000 to $1,499',)","Charlotte city, North Carolina","74,737","±4,506",47.70%,±2.2
"('$1,000 to $1,499',)","Chicago city, Illinois","179,179","±6,469",31.40%,±1.0
"('$1,000 to $1,499',)","Cincinnati city, Ohio","15,373","±1,940",18.20%,±2.2
"('$1,000 to $1,499',)","Cleveland city, Ohio","12,875","±1,837",13.00%,±1.8
"('$1,000 to $1,499',)","Colorado Springs city, Colorado","27,004","±2,684",38.80%,±3.0
"('$1,000 to $1,499',)","Columbus city, Ohio","69,665","±3,811",35.70%,±1.8
"('$1,000 to $1,499',)","Corpus Christi city, Texas","18,388","±2,389",37.20%,±4.4
"('$1,000 to $1,499',)","Dallas city, Texas","112,888","±5,170",36.90%,±1.4
"('$1,000 to $1,499',)","Denver city, Colorado","59,248","±3,888",38.30%,±2.2
"('$1,000 to $1,499',)","Detroit city, Michigan","36,123","±2,715",27.20%,±1.8
"('$1,000 to $1,499',)","Durham city, North Carolina","23,394","±2,533",42.90%,±4.1
"('$1,000 to $1,499',)","El Paso city, Texas","19,488","±2,544",21.60%,±2.6
"('$1,000 to $1,499',)","Fort Worth city, Texas","45,455","±4,025",34.70%,±2.6
"('$1,000 to $1,499',)","Fresno city, California","33,025","±2,830",35.60%,±2.8
"('$1,000 to $1,499',)","Greensboro city, North Carolina","15,957","±2,355",26.60%,±3.7
"('$1,000 to $1,499',)","Henderson city, Nevada","20,849","±2,478",49.10%,±4.0
"('$1,000 to $1,499',)","Houston city, Texas","170,727","±7,525",35.50%,±1.4
"('$1,000 to $1,499',)","Indianapolis city (balance), Indiana","43,644","±4,220",27.90%,±2.5
"('$1,000 to $1,499',)","Irvine city, California",N,N,N,N
"('$1,000 to $1,499',)","Jacksonville city, Florida","68,761","±5,280",44.30%,±2.6
"('$1,000 to $1,499',)","Jersey City city, New Jersey","18,556","±2,057",26.10%,±2.8
"('$1,000 to $1,499',)","Kansas City city, Missouri","33,078","±2,641",35.30%,±2.5
"('$1,000 to $1,499',)","Las Vegas city, Nevada","45,907","±3,193",42.80%,±2.5
"('$1,000 to $1,499',)","Lincoln city, Nebraska","12,142","±1,660",25.20%,±3.2
"('$1,000 to $1,499',)","Long Beach city, California","44,273","±2,999",43.70%,±2.6
"('$1,000 to $1,499',)","Los Angeles city, California","267,539","±7,548",31.00%,±0.8
"('$1,000 to $1,499',)","Memphis city, Tennessee","35,514","±3,329",27.40%,±2.3
"('$1,000 to $1,499',)","Mesa city, Arizona","29,282","±2,824",40.70%,±3.4
"('$1,000 to $1,499',)","Miami city, Florida","35,477","±3,188",28.60%,±2.3
"('$1,000 to $1,499',)","Milwaukee city, Wisconsin","29,305","±2,343",22.50%,±1.8
"('$1,000 to $1,499',)","Minneapolis city, Minnesota","28,667","±2,638",31.90%,±2.6
"('$1,000 to $1,499',)","New Orleans city, Louisiana","27,345","±2,134",36.30%,±2.6
"('$1,000 to $1,499',)","New York city, New York","581,359","±12,530",27.90%,±0.6
"('$1,000 to $1,499',)","Newark city, New Jersey","30,353","±2,436",38.80%,±2.7
"('$1,000 to $1,499',)","Oakland city, California","24,175","±2,482",25.50%,±2.4
"('$1,000 to $1,499',)","Oklahoma City city, Oklahoma","25,955","±2,529",26.80%,±2.2
"('$1,000 to $1,499',)","Omaha city, Nebraska","23,115","±2,382",30.70%,±2.8
"('$1,000 to $1,499',)","Orlando city, Florida","32,548","±3,173",45.50%,±3.9
"('$1,000 to $1,499',)","Philadelphia city, Pennsylvania","91,302","±5,265",33.30%,±1.7
"('$1,000 to $1,499',)","Phoenix city, Arizona","102,390","±4,475",39.30%,±1.6
"('$1,000 to $1,499',)","Pittsburgh city, Pennsylvania","18,831","±1,782",25.70%,±2.2
"('$1,000 to $1,499',)","Plano city, Texas",N,N,N,N
"('$1,000 to $1,499',)","Portland city, Oregon","49,652","±3,325",39.30%,±2.5
"('$1,000 to $1,499',)","Raleigh city, North Carolina","42,572","±3,047",46.70%,±3.0
"('$1,000 to $1,499',)","Riverside city, California","15,527","±1,844",40.20%,±4.3
"('$1,000 to $1,499',)","Sacramento city, California","32,098","±2,694",35.50%,±2.2
"('$1,000 to $1,499',)","San Antonio city, Texas","77,750","±5,056",34.80%,±2.0
"('$1,000 to $1,499',)","San Diego city, California","71,417","±4,266",26.60%,±1.5
"('$1,000 to $1,499',)","San Francisco city, California","36,250","±3,641",16.30%,±1.5
"('$1,000 to $1,499',)","San Jose city, California","16,909","±1,689",11.80%,±1.2
"('$1,000 to $1,499',)","Santa Ana city, California","15,394","±1,869",35.80%,±4.0
"('$1,000 to $1,499',)","Seattle city, Washington","44,989","±3,963",24.40%,±1.9
"('$1,000 to $1,499',)","St. Louis city, Missouri","18,884","±2,312",23.70%,±2.7
"('$1,000 to $1,499',)","St. Paul city, Minnesota","16,467","±1,588",28.40%,±2.9
"('$1,000 to $1,499',)","Stockton city, California","18,150","±1,728",34.90%,±3.1
"('$1,000 to $1,499',)","Tampa city, Florida","29,468","±2,336",38.20%,±2.7
"('$1,000 to $1,499',)","Tucson city, Arizona","25,173","±2,743",24.80%,±2.4
"('$1,000 to $1,499',)","Tulsa city, Oklahoma","18,481","±1,513",23.80%,±1.9
"('$1,000 to $1,499',)","Virginia Beach city, Virginia","28,741","±3,070",48.30%,±4.1
"('$1,000 to $1,499',)","Washington city, District of Columbia","42,345","±3,043",25.90%,±1.8
"('$1,000 to $1,499',)","Wichita city, Kansas","9,778","±1,654",16.10%,±2.5
"('$1,500 to $1,999',)","Albuquerque city, New Mexico","4,622","±1,170",5.00%,±1.3
"('$1,500 to $1,999',)","Anaheim city, California","19,689","±2,370",38.20%,±3.8
"('$1,500 to $1,999',)","Anchorage municipality, Alaska","6,265","±1,346",17.30%,±3.7
"('$1,500 to $1,999',)","Arlington city, Texas","8,372","±1,810",13.90%,±3.1
"('$1,500 to $1,999',)","Atlanta city, Georgia","21,971","±2,129",19.30%,±1.8
"('$1,500 to $1,999',)","Aurora city, Colorado","11,800","±1,719",22.20%,±2.7
"('$1,500 to $1,999',)","Austin city, Texas","48,155","±3,409",22.70%,±1.5
"('$1,500 to $1,999',)","Bakersfield city, California","7,563","±1,747",15.60%,±3.2
"('$1,500 to $1,999',)","Baltimore city, Maryland","17,366","±2,056",14.30%,±1.5
"('$1,500 to $1,999',)","Boston city, Massachusetts","38,323","±3,029",21.70%,±1.6
"('$1,500 to $1,999',)","Charlotte city, North Carolina","22,618","±2,140",14.40%,±1.2
"('$1,500 to $1,999',)","Chicago city, Illinois","84,681","±4,332",14.80%,±0.7
"('$1,500 to $1,999',)","Cincinnati city, Ohio","4,346","±1,143",5.10%,±1.3
"('$1,500 to $1,999',)","Cleveland city, Ohio","2,749",±734,2.80%,±0.7
"('$1,500 to $1,999',)","Colorado Springs city, Colorado","13,235","±2,087",19.00%,±2.6
"('$1,500 to $1,999',)","Columbus city, Ohio","12,103","±1,504",6.20%,±0.7
"('$1,500 to $1,999',)","Corpus Christi city, Texas","5,069","±1,265",10.30%,±2.4
"('$1,500 to $1,999',)","Dallas city, Texas","37,450","±3,428",12.30%,±1.1
"('$1,500 to $1,999',)","Denver city, Colorado","36,183","±3,126",23.40%,±2.0
"('$1,500 to $1,999',)","Detroit city, Michigan","3,630","±1,066",2.70%,±0.8
"('$1,500 to $1,999',)","Durham city, North Carolina","5,694","±1,467",10.40%,±2.6
"('$1,500 to $1,999',)","El Paso city, Texas","5,144","±1,393",5.70%,±1.5
"('$1,500 to $1,999',)","Fort Worth city, Texas","20,628","±3,019",15.70%,±2.2
"('$1,500 to $1,999',)","Fresno city, California","9,974","±2,042",10.80%,±2.1
"('$1,500 to $1,999',)","Greensboro city, North Carolina","2,051",±731,3.40%,±1.2
"('$1,500 to $1,999',)","Henderson city, Nevada","10,844","±1,620",25.50%,±3.4
"('$1,500 to $1,999',)","Houston city, Texas","57,562","±4,941",12.00%,±1.0
"('$1,500 to $1,999',)","Indianapolis city (balance), Indiana","9,058","±1,795",5.80%,±1.1
"('$1,500 to $1,999',)","Irvine city, California",N,N,N,N
"('$1,500 to $1,999',)","Jacksonville city, Florida","17,103","±2,475",11.00%,±1.5
"('$1,500 to $1,999',)","Jersey City city, New Jersey","13,706","±2,232",19.20%,±3.1
"('$1,500 to $1,999',)","Kansas City city, Missouri","6,816","±1,195",7.30%,±1.3
"('$1,500 to $1,999',)","Las Vegas city, Nevada","13,482","±2,216",12.60%,±2.0
"('$1,500 to $1,999',)","Lincoln city, Nebraska","2,558",±691,5.30%,±1.4
"('$1,500 to $1,999',)","Long Beach city, California","23,900","±2,688",23.60%,±2.4
"('$1,500 to $1,999',)","Los Angeles city, California","205,603","±7,013",23.80%,±0.8
"('$1,500 to $1,999',)","Memphis city, Tennessee","5,569","±1,208",4.30%,±0.9
"('$1,500 to $1,999',)","Mesa city, Arizona","8,310","±1,595",11.60%,±2.1
"('$1,500 to $1,999',)","Miami city, Florida","24,374","±3,100",19.60%,±2.5
