Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Not computed',)","Wichita city, Kansas",160,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±143,(X),(X)
"('Occupied units paying rent',)","Albuquerque city, New Mexico","89,717",gross_rent,"±4,592","89,717",(X)
"('Occupied units paying rent',)","Anaheim city, California","51,551",gross_rent,"±2,790","51,551",(X)
"('Occupied units paying rent',)","Anchorage municipality, Alaska","41,368",gross_rent,"±2,646","41,368",(X)
"('Occupied units paying rent',)","Arlington city, Texas","53,662",gross_rent,"±3,680","53,662",(X)
"('Occupied units paying rent',)","Atlanta city, Georgia","95,542",gross_rent,"±5,081","95,542",(X)
"('Occupied units paying rent',)","Aurora city, Colorado","49,858",gross_rent,"±2,928","49,858",(X)
"('Occupied units paying rent',)","Austin city, Texas","186,349",gross_rent,"±5,754","186,349",(X)
"('Occupied units paying rent',)","Bakersfield city, California","46,921",gross_rent,"±2,875","46,921",(X)
"('Occupied units paying rent',)","Baltimore city, Maryland","119,136",gross_rent,"±3,623","119,136",(X)
"('Occupied units paying rent',)","Boston city, Massachusetts","164,192",gross_rent,"±4,301","164,192",(X)
"('Occupied units paying rent',)","Charlotte city, North Carolina","124,320",gross_rent,"±6,112","124,320",(X)
"('Occupied units paying rent',)","Chicago city, Illinois","553,083",gross_rent,"±8,908","553,083",(X)
"('Occupied units paying rent',)","Cincinnati city, Ohio","70,738",gross_rent,"±2,976","70,738",(X)
"('Occupied units paying rent',)","Cleveland city, Ohio","89,724",gross_rent,"±3,439","89,724",(X)
"('Occupied units paying rent',)","Colorado Springs city, Colorado","70,071",gross_rent,"±3,549","70,071",(X)
"('Occupied units paying rent',)","Columbus city, Ohio","172,377",gross_rent,"±4,968","172,377",(X)
"('Occupied units paying rent',)","Corpus Christi city, Texas","47,092",gross_rent,"±3,145","47,092",(X)
"('Occupied units paying rent',)","Dallas city, Texas","252,252",gross_rent,"±7,040","252,252",(X)
"('Occupied units paying rent',)","Denver city, Colorado","133,636",gross_rent,"±4,086","133,636",(X)
"('Occupied units paying rent',)","Detroit city, Michigan","113,726",gross_rent,"±3,947","113,726",(X)
"('Occupied units paying rent',)","Durham city, North Carolina","47,253",gross_rent,"±2,458","47,253",(X)
"('Occupied units paying rent',)","El Paso city, Texas","87,402",gross_rent,"±4,406","87,402",(X)
"('Occupied units paying rent',)","Fort Worth city, Texas","106,403",gross_rent,"±4,565","106,403",(X)
"('Occupied units paying rent',)","Fresno city, California","78,457",gross_rent,"±3,470","78,457",(X)
"('Occupied units paying rent',)","Greensboro city, North Carolina","47,578",gross_rent,"±2,976","47,578",(X)
"('Occupied units paying rent',)","Henderson city, Nevada","35,192",gross_rent,"±2,909","35,192",(X)
"('Occupied units paying rent',)","Houston city, Texas","413,246",gross_rent,"±7,859","413,246",(X)
"('Occupied units paying rent',)","Indianapolis city (balance), Indiana","142,450",gross_rent,"±5,517","142,450",(X)
"('Occupied units paying rent',)","Irvine city, California",N,gross_rent,N,N,(X)
"('Occupied units paying rent',)","Jacksonville city, Florida","111,839",gross_rent,"±4,996","111,839",(X)
"('Occupied units paying rent',)","Jersey City city, New Jersey","65,796",gross_rent,"±3,101","65,796",(X)
"('Occupied units paying rent',)","Kansas City city, Missouri","82,035",gross_rent,"±3,426","82,035",(X)
"('Occupied units paying rent',)","Las Vegas city, Nevada","96,587",gross_rent,"±4,415","96,587",(X)
"('Occupied units paying rent',)","Lincoln city, Nebraska","43,418",gross_rent,"±2,067","43,418",(X)
"('Occupied units paying rent',)","Long Beach city, California","93,736",gross_rent,"±3,389","93,736",(X)
"('Occupied units paying rent',)","Los Angeles city, California","804,581",gross_rent,"±9,618","804,581",(X)
"('Occupied units paying rent',)","Memphis city, Tennessee","120,252",gross_rent,"±4,395","120,252",(X)
"('Occupied units paying rent',)","Mesa city, Arizona","64,673",gross_rent,"±3,368","64,673",(X)
"('Occupied units paying rent',)","Miami city, Florida","101,564",gross_rent,"±4,592","101,564",(X)
"('Occupied units paying rent',)","Milwaukee city, Wisconsin","128,599",gross_rent,"±4,133","128,599",(X)
"('Occupied units paying rent',)","Minneapolis city, Minnesota","82,029",gross_rent,"±3,231","82,029",(X)
"('Occupied units paying rent',)","New Orleans city, Louisiana","76,848",gross_rent,"±2,517","76,848",(X)
"('Occupied units paying rent',)","New York city, New York","2,024,077",gross_rent,"±15,537","2,024,077",(X)
"('Occupied units paying rent',)","Newark city, New Jersey","69,026",gross_rent,"±2,769","69,026",(X)
"('Occupied units paying rent',)","Oakland city, California","90,772",gross_rent,"±3,527","90,772",(X)
"('Occupied units paying rent',)","Oklahoma City city, Oklahoma","90,180",gross_rent,"±4,032","90,180",(X)
"('Occupied units paying rent',)","Omaha city, Nebraska","66,918",gross_rent,"±2,965","66,918",(X)
"('Occupied units paying rent',)","Orlando city, Florida","58,370",gross_rent,"±2,685","58,370",(X)
"('Occupied units paying rent',)","Philadelphia city, Pennsylvania","253,225",gross_rent,"±7,066","253,225",(X)
"('Occupied units paying rent',)","Phoenix city, Arizona","225,551",gross_rent,"±7,796","225,551",(X)
"('Occupied units paying rent',)","Pittsburgh city, Pennsylvania","65,828",gross_rent,"±2,565","65,828",(X)
"('Occupied units paying rent',)","Plano city, Texas","37,958",gross_rent,"±3,028","37,958",(X)
"('Occupied units paying rent',)","Portland city, Oregon","119,740",gross_rent,"±3,833","119,740",(X)
"('Occupied units paying rent',)","Raleigh city, North Carolina","69,920",gross_rent,"±4,887","69,920",(X)
"('Occupied units paying rent',)","Riverside city, California","36,709",gross_rent,"±2,802","36,709",(X)
"('Occupied units paying rent',)","Sacramento city, California","86,357",gross_rent,"±3,966","86,357",(X)
"('Occupied units paying rent',)","San Antonio city, Texas","206,514",gross_rent,"±6,567","206,514",(X)
"('Occupied units paying rent',)","San Diego city, California","239,936",gross_rent,"±5,570","239,936",(X)
"('Occupied units paying rent',)","San Francisco city, California","213,215",gross_rent,"±5,694","213,215",(X)
"('Occupied units paying rent',)","San Jose city, California","130,844",gross_rent,"±4,476","130,844",(X)
"('Occupied units paying rent',)","Santa Ana city, California","36,658",gross_rent,"±2,759","36,658",(X)
"('Occupied units paying rent',)","Seattle city, Washington","149,365",gross_rent,"±4,192","149,365",(X)
"('Occupied units paying rent',)","St. Louis city, Missouri","72,665",gross_rent,"±3,619","72,665",(X)
"('Occupied units paying rent',)","St. Paul city, Minnesota","56,608",gross_rent,"±2,721","56,608",(X)
"('Occupied units paying rent',)","Stockton city, California","42,277",gross_rent,"±2,224","42,277",(X)
"('Occupied units paying rent',)","Tampa city, Florida","67,120",gross_rent,"±3,464","67,120",(X)
"('Occupied units paying rent',)","Tucson city, Arizona","97,003",gross_rent,"±3,790","97,003",(X)
"('Occupied units paying rent',)","Tulsa city, Oklahoma","70,638",gross_rent,"±2,632","70,638",(X)
"('Occupied units paying rent',)","Virginia Beach city, Virginia","54,977",gross_rent,"±3,081","54,977",(X)
"('Occupied units paying rent',)","Washington city, District of Columbia","154,292",gross_rent,"±4,091","154,292",(X)
"('Occupied units paying rent',)","Wichita city, Kansas","55,572",gross_rent,"±2,551","55,572",(X)
"('Less than $200',)","Albuquerque city, New Mexico","2,657",gross_rent,"±1,205",3.00%,±1.3
"('Less than $200',)","Anaheim city, California",396,gross_rent,±341,0.80%,±0.7
"('Less than $200',)","Anchorage municipality, Alaska",296,gross_rent,±281,0.70%,±0.7
"('Less than $200',)","Arlington city, Texas",513,gross_rent,±428,1.00%,±0.8
"('Less than $200',)","Atlanta city, Georgia","4,269",gross_rent,"±1,091",4.50%,±1.2
"('Less than $200',)","Aurora city, Colorado",208,gross_rent,±161,0.40%,±0.3
"('Less than $200',)","Austin city, Texas","2,396",gross_rent,±794,1.30%,±0.4
"('Less than $200',)","Bakersfield city, California",395,gross_rent,±342,0.80%,±0.7
"('Less than $200',)","Baltimore city, Maryland","8,433",gross_rent,"±1,523",7.10%,±1.2
"('Less than $200',)","Boston city, Massachusetts","6,186",gross_rent,"±1,139",3.80%,±0.7
"('Less than $200',)","Charlotte city, North Carolina","1,590",gross_rent,±549,1.30%,±0.4
"('Less than $200',)","Chicago city, Illinois","15,090",gross_rent,"±1,936",2.70%,±0.3
"('Less than $200',)","Cincinnati city, Ohio","4,632",gross_rent,"±1,080",6.50%,±1.5
"('Less than $200',)","Cleveland city, Ohio","7,972",gross_rent,"±1,346",8.90%,±1.5
"('Less than $200',)","Colorado Springs city, Colorado",573,gross_rent,±307,0.80%,±0.4
"('Less than $200',)","Columbus city, Ohio","4,310",gross_rent,"±1,138",2.50%,±0.7
"('Less than $200',)","Corpus Christi city, Texas","1,730",gross_rent,±696,3.70%,±1.5
"('Less than $200',)","Dallas city, Texas","4,080",gross_rent,±911,1.60%,±0.4
"('Less than $200',)","Denver city, Colorado","4,354",gross_rent,"±1,026",3.30%,±0.8
"('Less than $200',)","Detroit city, Michigan","3,436",gross_rent,±804,3.00%,±0.7
"('Less than $200',)","Durham city, North Carolina","1,262",gross_rent,±591,2.70%,±1.2
"('Less than $200',)","El Paso city, Texas","3,251",gross_rent,±984,3.70%,±1.1
"('Less than $200',)","Fort Worth city, Texas","1,720",gross_rent,±479,1.60%,±0.4
"('Less than $200',)","Fresno city, California",567,gross_rent,±269,0.70%,±0.3
"('Less than $200',)","Greensboro city, North Carolina","1,276",gross_rent,±494,2.70%,±1.0
"('Less than $200',)","Henderson city, Nevada",334,gross_rent,±410,0.90%,±1.1
"('Less than $200',)","Houston city, Texas","3,606",gross_rent,±989,0.90%,±0.2
"('Less than $200',)","Indianapolis city (balance), Indiana","1,846",gross_rent,±820,1.30%,±0.6
"('Less than $200',)","Irvine city, California",N,gross_rent,N,N,N
"('Less than $200',)","Jacksonville city, Florida","2,500",gross_rent,±763,2.20%,±0.7
"('Less than $200',)","Jersey City city, New Jersey",792,gross_rent,±441,1.20%,±0.7
"('Less than $200',)","Kansas City city, Missouri","1,313",gross_rent,±593,1.60%,±0.7
"('Less than $200',)","Las Vegas city, Nevada","1,081",gross_rent,±468,1.10%,±0.5
"('Less than $200',)","Lincoln city, Nebraska",582,gross_rent,±437,1.30%,±1.0
"('Less than $200',)","Long Beach city, California",675,gross_rent,±351,0.70%,±0.4
"('Less than $200',)","Los Angeles city, California","4,994",gross_rent,"±1,056",0.60%,±0.1
"('Less than $200',)","Memphis city, Tennessee","1,521",gross_rent,±472,1.30%,±0.4
"('Less than $200',)","Mesa city, Arizona",292,gross_rent,±226,0.50%,±0.4
"('Less than $200',)","Miami city, Florida","4,730",gross_rent,"±1,201",4.70%,±1.2
"('Less than $200',)","Milwaukee city, Wisconsin","2,582",gross_rent,±865,2.00%,±0.7
"('Less than $200',)","Minneapolis city, Minnesota","3,683",gross_rent,"±1,190",4.50%,±1.4
"('Less than $200',)","New Orleans city, Louisiana","2,215",gross_rent,±597,2.90%,±0.8
"('Less than $200',)","New York city, New York","27,181",gross_rent,"±3,245",1.30%,±0.2
"('Less than $200',)","Newark city, New Jersey","3,253",gross_rent,±818,4.70%,±1.2
"('Less than $200',)","Oakland city, California","1,224",gross_rent,±511,1.30%,±0.6
"('Less than $200',)","Oklahoma City city, Oklahoma",935,gross_rent,±361,1.00%,±0.4
"('Less than $200',)","Omaha city, Nebraska","1,723",gross_rent,±643,2.60%,±1.0
"('Less than $200',)","Orlando city, Florida",247,gross_rent,±168,0.40%,±0.3
"('Less than $200',)","Philadelphia city, Pennsylvania","8,576",gross_rent,"±1,141",3.40%,±0.5
"('Less than $200',)","Phoenix city, Arizona","2,120",gross_rent,±671,0.90%,±0.3
"('Less than $200',)","Pittsburgh city, Pennsylvania","2,863",gross_rent,±748,4.30%,±1.2
"('Less than $200',)","Plano city, Texas",140,gross_rent,±133,0.40%,±0.4
"('Less than $200',)","Portland city, Oregon","3,042",gross_rent,±924,2.50%,±0.8
"('Less than $200',)","Raleigh city, North Carolina",770,gross_rent,±495,1.10%,±0.7
"('Less than $200',)","Riverside city, California",73,gross_rent,±121,0.20%,±0.3
"('Less than $200',)","Sacramento city, California","1,199",gross_rent,±497,1.40%,±0.6
"('Less than $200',)","San Antonio city, Texas","5,656",gross_rent,"±1,212",2.70%,±0.6
"('Less than $200',)","San Diego city, California","1,616",gross_rent,±650,0.70%,±0.3
"('Less than $200',)","San Francisco city, California","1,995",gross_rent,±885,0.90%,±0.4
"('Less than $200',)","San Jose city, California","1,445",gross_rent,±814,1.10%,±0.6
"('Less than $200',)","Santa Ana city, California",374,gross_rent,±412,1.00%,±1.1
"('Less than $200',)","Seattle city, Washington","3,698",gross_rent,"±1,209",2.50%,±0.8
"('Less than $200',)","St. Louis city, Missouri","1,831",gross_rent,±519,2.50%,±0.7
"('Less than $200',)","St. Paul city, Minnesota","2,458",gross_rent,±843,4.30%,±1.4
"('Less than $200',)","Stockton city, California",421,gross_rent,±333,1.00%,±0.8
"('Less than $200',)","Tampa city, Florida","1,297",gross_rent,±517,1.90%,±0.8
"('Less than $200',)","Tucson city, Arizona","1,361",gross_rent,±505,1.40%,±0.5
"('Less than $200',)","Tulsa city, Oklahoma","2,033",gross_rent,±513,2.90%,±0.7
"('Less than $200',)","Virginia Beach city, Virginia",291,gross_rent,±324,0.50%,±0.6
"('Less than $200',)","Washington city, District of Columbia","4,869",gross_rent,"±1,179",3.20%,±0.8
"('Less than $200',)","Wichita city, Kansas",486,gross_rent,±289,0.90%,±0.5
"('$200 to $299',)","Albuquerque city, New Mexico","1,975",gross_rent,"±1,051",2.20%,±1.2
"('$200 to $299',)","Anaheim city, California",882,gross_rent,±508,1.70%,±1.0
"('$200 to $299',)","Anchorage municipality, Alaska",345,gross_rent,±272,0.80%,±0.7
"('$200 to $299',)","Arlington city, Texas",424,gross_rent,±467,0.80%,±0.9
"('$200 to $299',)","Atlanta city, Georgia","4,046",gross_rent,"±1,195",4.20%,±1.2
"('$200 to $299',)","Aurora city, Colorado",246,gross_rent,±284,0.50%,±0.6
"('$200 to $299',)","Austin city, Texas","2,027",gross_rent,±721,1.10%,±0.4
"('$200 to $299',)","Bakersfield city, California",837,gross_rent,±558,1.80%,±1.2
"('$200 to $299',)","Baltimore city, Maryland","5,343",gross_rent,"±1,254",4.50%,±1.0
"('$200 to $299',)","Boston city, Massachusetts","14,272",gross_rent,"±1,604",8.70%,±1.0
"('$200 to $299',)","Charlotte city, North Carolina","1,548",gross_rent,±674,1.20%,±0.5
"('$200 to $299',)","Chicago city, Illinois","16,294",gross_rent,"±2,162",2.90%,±0.4
"('$200 to $299',)","Cincinnati city, Ohio","4,092",gross_rent,±905,5.80%,±1.3
"('$200 to $299',)","Cleveland city, Ohio","5,075",gross_rent,"±1,136",5.70%,±1.3
"('$200 to $299',)","Colorado Springs city, Colorado","1,528",gross_rent,±665,2.20%,±0.9
"('$200 to $299',)","Columbus city, Ohio","2,943",gross_rent,±722,1.70%,±0.4
"('$200 to $299',)","Corpus Christi city, Texas","2,038",gross_rent,"±1,074",4.30%,±2.2
"('$200 to $299',)","Dallas city, Texas","4,703",gross_rent,"±1,159",1.90%,±0.5
"('$200 to $299',)","Denver city, Colorado","5,680",gross_rent,"±1,056",4.30%,±0.8
"('$200 to $299',)","Detroit city, Michigan","5,151",gross_rent,±923,4.50%,±0.8
"('$200 to $299',)","Durham city, North Carolina",977,gross_rent,±456,2.10%,±1.0
"('$200 to $299',)","El Paso city, Texas","3,128",gross_rent,±787,3.60%,±0.9
"('$200 to $299',)","Fort Worth city, Texas","1,898",gross_rent,±689,1.80%,±0.7
"('$200 to $299',)","Fresno city, California","2,868",gross_rent,±743,3.70%,±0.9
"('$200 to $299',)","Greensboro city, North Carolina","1,838",gross_rent,±758,3.90%,±1.6
"('$200 to $299',)","Henderson city, Nevada",229,gross_rent,±251,0.70%,±0.7
"('$200 to $299',)","Houston city, Texas","4,094",gross_rent,"±1,014",1.00%,±0.2
